"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"00.003.11 Create Multi-Configuration Project with valid name XML","590","testCreateProjectWithValidNameAndDescriptionXML","Surefire suite","Wed Feb 19 12:34:56 GMT 2025","passed","Wed Feb 19 12:34:57 GMT 2025","school.redrover.api.restassured.MultiConfigurationProjectApiTest","Surefire test","school.redrover.api.restassured.MultiConfigurationProjectApiTest","testCreateProjectWithValidNameAndDescriptionXML"
"TC_12.001.01 Verify the current Jenkins version number in the footer of the Jenkins dashboard","204","testJenkinsVersionOnDashboard","Cross Browser Tests","Wed Feb 19 12:36:09 GMT 2025","passed","Wed Feb 19 12:36:09 GMT 2025","school.redrover.FooterTest","Chrome Tests","school.redrover.FooterTest","testJenkinsVersionOnDashboard"
"00.003.13 Create Multi-Configuration Project with with unsafe character","112","testCreateProjectWithUnsafeCharacter","Surefire suite","Wed Feb 19 12:34:55 GMT 2025","passed","Wed Feb 19 12:34:55 GMT 2025","school.redrover.api.restassured.MultiConfigurationProjectApiTest","Surefire test","school.redrover.api.restassured.MultiConfigurationProjectApiTest","testCreateProjectWithUnsafeCharacter"
"00.003.13 Create Multi-Configuration Project with with unsafe character","150","testCreateProjectWithUnsafeCharacter","Surefire suite","Wed Feb 19 12:34:56 GMT 2025","passed","Wed Feb 19 12:34:56 GMT 2025","school.redrover.api.restassured.MultiConfigurationProjectApiTest","Surefire test","school.redrover.api.restassured.MultiConfigurationProjectApiTest","testCreateProjectWithUnsafeCharacter"
"00.003.13 Create Multi-Configuration Project with with unsafe character","108","testCreateProjectWithUnsafeCharacter","Surefire suite","Wed Feb 19 12:34:56 GMT 2025","passed","Wed Feb 19 12:34:56 GMT 2025","school.redrover.api.restassured.MultiConfigurationProjectApiTest","Surefire test","school.redrover.api.restassured.MultiConfigurationProjectApiTest","testCreateProjectWithUnsafeCharacter"
"","2","restAssuredTest","Surefire suite","Wed Feb 19 12:34:45 GMT 2025","unknown","Wed Feb 19 12:34:45 GMT 2025","school.redrover.APITest","Surefire test","school.redrover.APITest","restAssuredTest"
"01.001.02 Delete the project from the workspace","280","testDelete","Surefire suite","Wed Feb 19 12:35:01 GMT 2025","passed","Wed Feb 19 12:35:01 GMT 2025","school.redrover.api.restassured.FreestyleProjectApiTest","Surefire test","school.redrover.api.restassured.FreestyleProjectApiTest","testDelete"
"00.003.13 Create Multi-Configuration Project with with unsafe character","116","testCreateProjectWithUnsafeCharacter","Surefire suite","Wed Feb 19 12:34:55 GMT 2025","passed","Wed Feb 19 12:34:56 GMT 2025","school.redrover.api.restassured.MultiConfigurationProjectApiTest","Surefire test","school.redrover.api.restassured.MultiConfigurationProjectApiTest","testCreateProjectWithUnsafeCharacter"
"TC_12.001.02 Verify version button clickability and display of 'About Jenkins' in dropdown menu","560","testVerifyTitleDescription","Cross Browser Tests","Wed Feb 19 12:36:28 GMT 2025","passed","Wed Feb 19 12:36:28 GMT 2025","school.redrover.FooterTest","Firefox Tests","school.redrover.FooterTest","testVerifyTitleDescription"
"00.003.09 Create Multi-Configuration Project with valid name","656","testCreateMultiConfigWithValidName","Surefire suite","Wed Feb 19 12:34:51 GMT 2025","passed","Wed Feb 19 12:34:51 GMT 2025","school.redrover.api.restassured.MultiConfigurationProjectApiTest","Surefire test","school.redrover.api.restassured.MultiConfigurationProjectApiTest","testCreateMultiConfigWithValidName"
"00.003.13 Create Multi-Configuration Project with with unsafe character","139","testCreateProjectWithUnsafeCharacter","Surefire suite","Wed Feb 19 12:34:55 GMT 2025","passed","Wed Feb 19 12:34:55 GMT 2025","school.redrover.api.restassured.MultiConfigurationProjectApiTest","Surefire test","school.redrover.api.restassured.MultiConfigurationProjectApiTest","testCreateProjectWithUnsafeCharacter"
"00.003.10 Create Multi-Configuration Project with valid name XML","521","testCreateProjectWithValidNameXML","Surefire suite","Wed Feb 19 12:34:57 GMT 2025","passed","Wed Feb 19 12:34:58 GMT 2025","school.redrover.api.restassured.MultiConfigurationProjectApiTest","Surefire test","school.redrover.api.restassured.MultiConfigurationProjectApiTest","testCreateProjectWithValidNameXML"
