"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC_05.001.03 Rename its title using dropdown on the dashboard  (EM)","1731","testRenameProjectViaDashboardChevron","Surefire suite","Tue Feb 04 08:44:58 GMT 2025","passed","Tue Feb 04 08:44:59 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testRenameProjectViaDashboardChevron"
"(NO TC) 14.002.07 Search for logs","366","testLogPageSearch","Surefire suite","Tue Feb 04 08:36:01 GMT 2025","passed","Tue Feb 04 08:36:01 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testLogPageSearch"
"014 Create Pipeline project with unsafe character","118","testCreateProjectWithUnsafeCharacter","Surefire suite","Tue Feb 04 08:30:48 GMT 2025","passed","Tue Feb 04 08:30:48 GMT 2025","school.redrover.api.restassured.PipelineProjectApiTest","Surefire test","school.redrover.api.restassured.PipelineProjectApiTest","testCreateProjectWithUnsafeCharacter"
"TC_00.005.06 Create Multibranch Pipeline with unsafe characters in name","409","testEnterInvalidNameAndSeesAppropriateMessages","Surefire suite","Tue Feb 04 08:44:49 GMT 2025","passed","Tue Feb 04 08:44:50 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testEnterInvalidNameAndSeesAppropriateMessages"
"TC_04.001.09 Rename Folder using breadcrumbs dropdown","578","testRenameViaBreadcrumbDropdown","Surefire suite","Tue Feb 04 08:43:51 GMT 2025","passed","Tue Feb 04 08:43:51 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testRenameViaBreadcrumbDropdown"
"TC_00.005.06 Create Multibranch Pipeline with unsafe characters in name","413","testEnterInvalidNameAndSeesAppropriateMessages","Surefire suite","Tue Feb 04 08:44:29 GMT 2025","passed","Tue Feb 04 08:44:29 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testEnterInvalidNameAndSeesAppropriateMessages"
"TC_16.001.03 Verify that items are sorted by Status in ascending order by default","14121","testVerifyProjectOrderByStatusASCByDefault","Surefire suite","Tue Feb 04 08:32:54 GMT 2025","passed","Tue Feb 04 08:33:08 GMT 2025","school.redrover.DashboardTest","Surefire test","school.redrover.DashboardTest","testVerifyProjectOrderByStatusASCByDefault"
"017 Create Folder with unsafe character","21","testCreateFolderWithUnsafeCharacter","Surefire suite","Tue Feb 04 08:30:58 GMT 2025","passed","Tue Feb 04 08:30:58 GMT 2025","school.redrover.api.http.apache.FolderTest","Surefire test","school.redrover.api.http.apache.FolderTest","testCreateFolderWithUnsafeCharacter"
"TC_02.007.02 Rename Pipeline via the chevron drop-down menu on the Dashboard","23","testRenameByChevronDisplayedOnHomePageWithCorrectName","Surefire suite","Tue Feb 04 08:38:14 GMT 2025","passed","Tue Feb 04 08:38:14 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testRenameByChevronDisplayedOnHomePageWithCorrectName"
"","2","restAssuredTest","Surefire suite","Tue Feb 04 08:30:41 GMT 2025","unknown","Tue Feb 04 08:30:41 GMT 2025","school.redrover.APITest","Surefire test","school.redrover.APITest","restAssuredTest"
"017 Create Folder with unsafe character","19","testCreateFolderWithUnsafeCharacter","Surefire suite","Tue Feb 04 08:31:00 GMT 2025","passed","Tue Feb 04 08:31:00 GMT 2025","school.redrover.api.http.apache.FolderTest","Surefire test","school.redrover.api.http.apache.FolderTest","testCreateFolderWithUnsafeCharacter"
"TC_00.001.03 Create Freestyle Project via sidebar","870","testCreateProjectViaSidebarMenu","Surefire suite","Tue Feb 04 08:39:47 GMT 2025","passed","Tue Feb 04 08:39:48 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testCreateProjectViaSidebarMenu"
"TC_16.011.04 Check displayed domain element dropdown","409","testisDisplayedDomainElementDropdown","Surefire suite","Tue Feb 04 08:33:09 GMT 2025","passed","Tue Feb 04 08:33:10 GMT 2025","school.redrover.DashboardTest","Surefire test","school.redrover.DashboardTest","testisDisplayedDomainElementDropdown"
"TC_09.005.05 Check system theme","1141","testThemesSystem","Surefire suite","Tue Feb 04 08:35:21 GMT 2025","passed","Tue Feb 04 08:35:22 GMT 2025","school.redrover.ManageJenkinsTest","Surefire test","school.redrover.ManageJenkinsTest","testThemesSystem"
"(NO TC) 00.007.06 Add 'Description' on Configure Page","946","testAddDescriptionOnConfigurePage","Surefire suite","Tue Feb 04 08:33:37 GMT 2025","passed","Tue Feb 04 08:33:38 GMT 2025","school.redrover.OrganizationFolderTest","Surefire test","school.redrover.OrganizationFolderTest","testAddDescriptionOnConfigurePage"
"TC_09.005.01 Check themes on page","909","testThemesOnPage","Surefire suite","Tue Feb 04 08:35:19 GMT 2025","passed","Tue Feb 04 08:35:20 GMT 2025","school.redrover.ManageJenkinsTest","Surefire test","school.redrover.ManageJenkinsTest","testThemesOnPage"
"TC_00.005.06 Create Multibranch Pipeline with unsafe characters in name","418","testEnterInvalidNameAndSeesAppropriateMessages","Surefire suite","Tue Feb 04 08:44:33 GMT 2025","passed","Tue Feb 04 08:44:34 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testEnterInvalidNameAndSeesAppropriateMessages"
"TC_00.007.01 Create 'New Item' of type 'Organization Folder'","855","testCreate","Surefire suite","Tue Feb 04 08:33:48 GMT 2025","passed","Tue Feb 04 08:33:49 GMT 2025","school.redrover.OrganizationFolderTest","Surefire test","school.redrover.OrganizationFolderTest","testCreate"
