"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC_00.005.06 Create Multibranch Pipeline with unsafe characters in name","389","testEnterInvalidNameAndSeesAppropriateMessages","Surefire suite","Thu Jan 30 19:20:53 GMT 2025","passed","Thu Jan 30 19:20:53 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testEnterInvalidNameAndSeesAppropriateMessages"
"TC_04.002.06 No possibility to move parent folder to child folder","169","testNoOptionsToMoveParentIntoChild","Surefire suite","Thu Jan 30 19:19:15 GMT 2025","passed","Thu Jan 30 19:19:15 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testNoOptionsToMoveParentIntoChild"
"TC_01.001.03 Add description on configure page","2043","testAddDescriptionOnConfigPageViaItemDropdown","Surefire suite","Thu Jan 30 19:15:22 GMT 2025","passed","Thu Jan 30 19:15:24 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testAddDescriptionOnConfigPageViaItemDropdown"
"TC_01.002.02 Rename FreestyleProject with incorrect symbols","1423","testRenameWithIncorrectSymbols","Surefire suite","Thu Jan 30 19:17:28 GMT 2025","passed","Thu Jan 30 19:17:30 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testRenameWithIncorrectSymbols"
"TC_00.002.04 Create Pipeline Project with duplicate name via sidepanel","1270","testCreateWithDuplicateName","Surefire suite","Thu Jan 30 19:13:17 GMT 2025","passed","Thu Jan 30 19:13:19 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testCreateWithDuplicateName"
"TC_08.005.03 Displaying next failed build with status 'broken for a long time'","8911","testDisplayNextFailedBuild","Surefire suite","Thu Jan 30 19:08:00 GMT 2025","passed","Thu Jan 30 19:08:09 GMT 2025","school.redrover.BuildHistoryTest","Surefire test","school.redrover.BuildHistoryTest","testDisplayNextFailedBuild"
"TC_00.005.04 Verify error message when create with dot","197","testVerifyErrorMessageWhenCreateWithDot","Surefire suite","Thu Jan 30 19:21:14 GMT 2025","passed","Thu Jan 30 19:21:15 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testVerifyErrorMessageWhenCreateWithDot"
"TC_01.002.04 Rename FreestyleProject with the same name","420","testRenameWithTheSameName","Surefire suite","Thu Jan 30 19:16:13 GMT 2025","passed","Thu Jan 30 19:16:13 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testRenameWithTheSameName"
"TC_00.002.03 Create Pipeline Project with unsafe characters in name via sidepanel","403","testCreateWithUnsafeCharactersInName","Surefire suite","Thu Jan 30 19:13:21 GMT 2025","passed","Thu Jan 30 19:13:22 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testCreateWithUnsafeCharactersInName"
"TC_15.001.01 Create New Agent","1815","testCreateNewAgent","Surefire suite","Thu Jan 30 19:09:41 GMT 2025","passed","Thu Jan 30 19:09:43 GMT 2025","school.redrover.NodeTest","Surefire test","school.redrover.NodeTest","testCreateNewAgent"
"(NO TC) 14.002.08 Search for some item","773","testSearchCreatedInstance","Surefire suite","Thu Jan 30 19:12:40 GMT 2025","passed","Thu Jan 30 19:12:41 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testSearchCreatedInstance"
"TC_09.005.05 Check system theme","1004","testThemesSystem","Surefire suite","Thu Jan 30 19:11:50 GMT 2025","passed","Thu Jan 30 19:11:51 GMT 2025","school.redrover.ManageJenkinsTest","Surefire test","school.redrover.ManageJenkinsTest","testThemesSystem"
"TC_00.002.03 Create Pipeline Project with unsafe characters in name via sidepanel","413","testCreateWithUnsafeCharactersInName","Surefire suite","Thu Jan 30 19:13:35 GMT 2025","passed","Thu Jan 30 19:13:35 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testCreateWithUnsafeCharactersInName"
"TC_14.002.02 Redirect based on search results","713","testManageJenkinsPageSearch","Surefire suite","Thu Jan 30 19:12:33 GMT 2025","passed","Thu Jan 30 19:12:34 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testManageJenkinsPageSearch"
"TC_16.002.01 Create My View","1477","testAddNewMyView","Surefire suite","Thu Jan 30 19:12:02 GMT 2025","passed","Thu Jan 30 19:12:03 GMT 2025","school.redrover.NewViewDashboardTest","Surefire test","school.redrover.NewViewDashboardTest","testAddNewMyView"
"TC_09.006.03 Search plugin via tag","1627","testSearchPluginViaTag","Surefire suite","Thu Jan 30 19:11:10 GMT 2025","passed","Thu Jan 30 19:11:11 GMT 2025","school.redrover.ManageJenkinsTest","Surefire test","school.redrover.ManageJenkinsTest","testSearchPluginViaTag"
