"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC_00.002.03 Create Pipeline Project with unsafe characters in name via sidepanel","260","testCreateWithUnsafeCharactersInName","Surefire suite","Thu Mar 06 09:41:39 GMT 2025","passed","Thu Mar 06 09:41:40 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testCreateWithUnsafeCharactersInName"
"04.004.07 Add Description to Folder","1554","testAddDescriptionToFolder","Surefire suite","Thu Mar 06 09:37:59 GMT 2025","passed","Thu Mar 06 09:38:01 GMT 2025","school.redrover.api.restassured.FolderApiTest","Surefire test","school.redrover.api.restassured.FolderApiTest","testAddDescriptionToFolder"
"00.007.08 Create Organization folder with unsafe Characters","99","testCreateWithUnsafeCharacters","Surefire suite","Thu Mar 06 09:38:28 GMT 2025","passed","Thu Mar 06 09:38:28 GMT 2025","school.redrover.api.restassured.OrganizationFolderApiTest","Surefire test","school.redrover.api.restassured.OrganizationFolderApiTest","testCreateWithUnsafeCharacters"
"03.005.01 Rename Project","500","testRenameProject","Surefire suite","Thu Mar 06 09:38:26 GMT 2025","passed","Thu Mar 06 09:38:26 GMT 2025","school.redrover.api.restassured.MultiConfigurationProjectApiTest","Surefire test","school.redrover.api.restassured.MultiConfigurationProjectApiTest","testRenameProject"
"TC_16.002.02 Create basic List View","1714","testCreateListViewForSpecificJob","Surefire suite","Thu Mar 06 09:43:16 GMT 2025","passed","Thu Mar 06 09:43:17 GMT 2025","school.redrover.ViewTest","Surefire test","school.redrover.ViewTest","testCreateListViewForSpecificJob"
"TC_00.005.05 Verify error message when create with empty name","338","testVerifyErrorMessageWhenCreateWithEmptyName","Surefire suite","Thu Mar 06 09:40:47 GMT 2025","passed","Thu Mar 06 09:40:47 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testVerifyErrorMessageWhenCreateWithEmptyName"
"00.003.09 Create Multi-Configuration project with valid name","24","testCreateMultiConfiguration","Surefire suite","Thu Mar 06 09:37:57 GMT 2025","passed","Thu Mar 06 09:37:57 GMT 2025","school.redrover.api.http.apache.MultiConfigProjectTest","Surefire test","school.redrover.api.http.apache.MultiConfigProjectTest","testCreateMultiConfiguration"
"TC_16.008.01 Edit Description at home page","222","testEditDescription","Surefire suite","Thu Mar 06 09:36:52 GMT 2025","passed","Thu Mar 06 09:36:52 GMT 2025","school.redrover.DashboardTest","Surefire test","school.redrover.DashboardTest","testEditDescription"
"Delete List View from project","16","testDeleteListView","Surefire suite","Thu Mar 06 09:37:52 GMT 2025","passed","Thu Mar 06 09:37:52 GMT 2025","school.redrover.api.http.apache.PipelineProjectTest","Surefire test","school.redrover.api.http.apache.PipelineProjectTest","testDeleteListView"
"TC_00.002.11 Verify that projects are sorted alphabetically","0","testJobNameSorting","Surefire suite","Thu Mar 06 09:35:02 GMT 2025","unknown","Thu Mar 06 09:35:02 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testJobNameSorting"
"API_AT_00.006.18 Create Folder with same name","226","testCreateFolderWithSameName","Surefire suite","Thu Mar 06 09:38:02 GMT 2025","passed","Thu Mar 06 09:38:02 GMT 2025","school.redrover.api.restassured.FolderApiTest","Surefire test","school.redrover.api.restassured.FolderApiTest","testCreateFolderWithSameName"
