"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC_04.001.06 Validate Error message, if New Folder Name contains special characters","1242","testRenameFolderWithUnsafeCharactersInName","Surefire suite","Sun Jan 26 20:33:55 GMT 2025","passed","Sun Jan 26 20:33:56 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testRenameFolderWithUnsafeCharactersInName"
"TC_01.008.04 Add description to the build","597","testAddBuildDescription","Surefire suite","Sun Jan 26 20:30:08 GMT 2025","passed","Sun Jan 26 20:30:09 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testAddBuildDescription"
"TC_00.002.01 Create Pipeline Project with valid name via sidepanel","1695","testCreatePipelineProjectWithoutSaveButton","Surefire suite","Sun Jan 26 20:22:13 GMT 2025","passed","Sun Jan 26 20:22:14 GMT 2025","school.redrover.BuildHistoryTest","Surefire test","school.redrover.BuildHistoryTest","testCreatePipelineProjectWithoutSaveButton"
"TC_02.006.01 List of recent builds is displayed on Stages page","6129","testListOfRecentBuildsISDisplayedOnStages","Surefire suite","Sun Jan 26 20:28:47 GMT 2025","passed","Sun Jan 26 20:28:53 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testListOfRecentBuildsISDisplayedOnStages"
"TC_01.002.02 Rename FreestyleProject with incorrect symbols","1305","testRenameWithIncorrectSymbols","Surefire suite","Sun Jan 26 20:32:18 GMT 2025","passed","Sun Jan 26 20:32:19 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testRenameWithIncorrectSymbols"
"(NO TC) 06.004.13 Verify Display name field tooltip presence","1372","testVisibleDisplayNameTooltipWhenHoverOverQuestionMark","Surefire suite","Sun Jan 26 20:25:06 GMT 2025","passed","Sun Jan 26 20:25:07 GMT 2025","school.redrover.OrganizationFolderTest","Surefire test","school.redrover.OrganizationFolderTest","testVisibleDisplayNameTooltipWhenHoverOverQuestionMark"
"TC_00.000.09 Warning message is displayed when no item name is inserted and user clicks anywhere on the page","371","testWarningMessageWhenClickingAnywhereOnPageWithNoItemNameInserted","Surefire suite","Sun Jan 26 20:27:15 GMT 2025","passed","Sun Jan 26 20:27:15 GMT 2025","school.redrover.NewItemTest","Surefire test","school.redrover.NewItemTest","testWarningMessageWhenClickingAnywhereOnPageWithNoItemNameInserted"
"TC_00.005.04 Verify error message when create with dot","349","testVerifyErrorMessageWhenCreateWithDot","Surefire suite","Sun Jan 26 20:35:44 GMT 2025","passed","Sun Jan 26 20:35:44 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testVerifyErrorMessageWhenCreateWithDot"
"TC_00.002.03 Create Pipeline Project with unsafe characters in name via sidepanel","278","testCreateWithUnsafeCharactersInName","Surefire suite","Sun Jan 26 20:28:03 GMT 2025","passed","Sun Jan 26 20:28:03 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testCreateWithUnsafeCharactersInName"
"","1","orderMethodsForkDownDepTest","Surefire suite","Sun Jan 26 20:25:08 GMT 2025","passed","Sun Jan 26 20:25:08 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsForkDownDepTest"
"TC_00.002.06 Validation that error message shown when invalid characters are entered in the projects name field","245","testErrorMessageDisplayedForInvalidCharactersInProjectName","Surefire suite","Sun Jan 26 20:31:07 GMT 2025","passed","Sun Jan 26 20:31:07 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testErrorMessageDisplayedForInvalidCharactersInProjectName"
"TC_12.001.02 Verify version button clickability and display of 'About Jenkins' in dropdown menu","315","testJenkinsLabelInDropdown","Surefire suite","Sun Jan 26 20:23:18 GMT 2025","passed","Sun Jan 26 20:23:19 GMT 2025","school.redrover.FooterTest","Surefire test","school.redrover.FooterTest","testJenkinsLabelInDropdown"
"TC_00.001.03 Create Freestyle Project","4142","testCreateFreestyleProject","Surefire suite","Sun Jan 26 20:21:57 GMT 2025","passed","Sun Jan 26 20:22:01 GMT 2025","school.redrover.BuildHistoryTest","Surefire test","school.redrover.BuildHistoryTest","testCreateFreestyleProject"
