"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"013 Rename Pipeline project","91","testRenameProject","Surefire suite","Sun Feb 09 11:53:52 GMT 2025","passed","Sun Feb 09 11:53:52 GMT 2025","school.redrover.api.restassured.PipelineProjectApiTest","Surefire test","school.redrover.api.restassured.PipelineProjectApiTest","testRenameProject"
"TC_04.001.06 Validate Error message, if New Folder Name contains special characters","1207","testRenameFolderWithUnsafeCharactersInName","Surefire suite","Sun Feb 09 12:06:41 GMT 2025","passed","Sun Feb 09 12:06:42 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testRenameFolderWithUnsafeCharactersInName"
"TC_04.005.03 Configure name by Sidebar menu","568","testAddDisplayName","Surefire suite","Sun Feb 09 12:05:28 GMT 2025","passed","Sun Feb 09 12:05:29 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testAddDisplayName"
"TC_00.002.06 Validation that error message shown when invalid characters are entered in the projects name field","294","testErrorMessageDisplayedForInvalidCharactersInProjectName","Surefire suite","Sun Feb 09 12:03:20 GMT 2025","passed","Sun Feb 09 12:03:20 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testErrorMessageDisplayedForInvalidCharactersInProjectName"
"TC_02.007.02 Rename Pipeline via the chevron drop-down menu on the Dashboard","1389","testRenameByChevronDashboard","Surefire suite","Sun Feb 09 12:01:15 GMT 2025","passed","Sun Feb 09 12:01:16 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testRenameByChevronDashboard"
"TC_00.002.06 Validation that error message shown when invalid characters are entered in the projects name field","390","testErrorMessageDisplayedForInvalidCharactersInProjectName","Surefire suite","Sun Feb 09 12:03:29 GMT 2025","passed","Sun Feb 09 12:03:29 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testErrorMessageDisplayedForInvalidCharactersInProjectName"
"06.005.01 Rename Organization folder with valid name","205","testRename","Surefire suite","Sun Feb 09 11:53:55 GMT 2025","passed","Sun Feb 09 11:53:55 GMT 2025","school.redrover.api.restassured.OrganizationFolderApiTest","Surefire test","school.redrover.api.restassured.OrganizationFolderApiTest","testRename"
"TC_16.002.02 Create basic List View","1782","testAddNewListView","Surefire suite","Sun Feb 09 11:58:35 GMT 2025","passed","Sun Feb 09 11:58:36 GMT 2025","school.redrover.NewViewDashboardTest","Surefire test","school.redrover.NewViewDashboardTest","testAddNewListView"
"00.006.17 Create Folder with unsafe character","109","testCreateFolderWithUnsafeCharacter","Surefire suite","Sun Feb 09 11:53:58 GMT 2025","passed","Sun Feb 09 11:53:58 GMT 2025","school.redrover.api.restassured.FolderApiTest","Surefire test","school.redrover.api.restassured.FolderApiTest","testCreateFolderWithUnsafeCharacter"
"TC_02.003.06 Display tooltip Success by hovering over the icon next to the Project name","276","testGetSuccessTooltipDisplayedWhenHoverOverGreenMark","Surefire suite","Sun Feb 09 12:00:56 GMT 2025","passed","Sun Feb 09 12:00:56 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testGetSuccessTooltipDisplayedWhenHoverOverGreenMark"
"TC_01.001.03 Add description on configure page","1939","testAddDescriptionOnConfigPageViaItemDropdown","Surefire suite","Sun Feb 09 12:01:58 GMT 2025","passed","Sun Feb 09 12:02:00 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testAddDescriptionOnConfigPageViaItemDropdown"
"TC_13.002.03 Can Delete User Via Configure User Page","1626","testDeleteUserViaConfigureUserPage","Surefire suite","Sun Feb 09 11:58:50 GMT 2025","passed","Sun Feb 09 11:58:52 GMT 2025","school.redrover.UserTest","Surefire test","school.redrover.UserTest","testDeleteUserViaConfigureUserPage"
"TC_16.001.01 Verify that items are sorted by Name in ascending order by default. Preconditions","1175","testCreate","Surefire suite","Sun Feb 09 11:55:43 GMT 2025","passed","Sun Feb 09 11:55:44 GMT 2025","school.redrover.DashboardTest","Surefire test","school.redrover.DashboardTest","testCreate"
"00.006.17 Create Folder with unsafe character","111","testCreateFolderWithUnsafeCharacter","Surefire suite","Sun Feb 09 11:54:00 GMT 2025","passed","Sun Feb 09 11:54:00 GMT 2025","school.redrover.api.restassured.FolderApiTest","Surefire test","school.redrover.api.restassured.FolderApiTest","testCreateFolderWithUnsafeCharacter"
"TC_04.003.04 Cancel deleting in 'Delete folder' window","1532","testCancelDeletingViaSidebarProjectPage","Surefire suite","Sun Feb 09 12:05:19 GMT 2025","passed","Sun Feb 09 12:05:20 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testCancelDeletingViaSidebarProjectPage"
"017 Create Folder with unsafe character","22","testCreateFolderWithUnsafeCharacter","Surefire suite","Sun Feb 09 11:54:08 GMT 2025","passed","Sun Feb 09 11:54:08 GMT 2025","school.redrover.api.http.apache.FolderTest","Surefire test","school.redrover.api.http.apache.FolderTest","testCreateFolderWithUnsafeCharacter"
"TC_00.007.01 Create 'New Item' of type 'Organization Folder'","901","testCreate","Surefire suite","Sun Feb 09 11:56:56 GMT 2025","passed","Sun Feb 09 11:56:57 GMT 2025","school.redrover.OrganizationFolderTest","Surefire test","school.redrover.OrganizationFolderTest","testCreate"
