"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"00.007.08 Create Organization folder with unsafe Characters","117","testCreateWithUnsafeCharacters","Surefire suite","Thu Feb 13 17:51:37 GMT 2025","passed","Thu Feb 13 17:51:37 GMT 2025","school.redrover.api.restassured.OrganizationFolderApiTest","Surefire test","school.redrover.api.restassured.OrganizationFolderApiTest","testCreateWithUnsafeCharacters"
"00.006.17 Create Folder with unsafe character","172","testCreateFolderWithUnsafeCharacter","Surefire suite","Thu Feb 13 17:51:22 GMT 2025","passed","Thu Feb 13 17:51:22 GMT 2025","school.redrover.api.restassured.FolderApiTest","Surefire test","school.redrover.api.restassured.FolderApiTest","testCreateFolderWithUnsafeCharacter"
"TC_16.004.02 Delete 'List View'","875","testDeleteListView","Surefire suite","Thu Feb 13 17:58:20 GMT 2025","passed","Thu Feb 13 17:58:21 GMT 2025","school.redrover.NewViewDashboardTest","Surefire test","school.redrover.NewViewDashboardTest","testDeleteListView"
"00.003.13 Create Multi-Configuration Project with with unsafe character","114","testCreateProjectWithUnsafeCharacter","Surefire suite","Thu Feb 13 17:51:32 GMT 2025","passed","Thu Feb 13 17:51:32 GMT 2025","school.redrover.api.restassured.MultiConfigurationProjectApiTest","Surefire test","school.redrover.api.restassured.MultiConfigurationProjectApiTest","testCreateProjectWithUnsafeCharacter"
"TC_01.001.04 Verify description preview","1326","testFreestyleProjectDescriptionPreview","Surefire suite","Thu Feb 13 18:01:06 GMT 2025","passed","Thu Feb 13 18:01:08 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testFreestyleProjectDescriptionPreview"
"TC_00.005.06 Create Multibranch Pipeline with unsafe characters in name","242","testEnterInvalidNameAndSeesAppropriateMessages","Surefire suite","Thu Feb 13 17:57:30 GMT 2025","passed","Thu Feb 13 17:57:30 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testEnterInvalidNameAndSeesAppropriateMessages"
"TC_01.008.04 Add description to the build","564","testAddBuildDescription","Surefire suite","Thu Feb 13 17:59:50 GMT 2025","passed","Thu Feb 13 17:59:50 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testAddBuildDescription"
"014 Create Pipeline project with unsafe character","100","testCreateProjectWithUnsafeCharacter","Surefire suite","Thu Feb 13 17:51:28 GMT 2025","passed","Thu Feb 13 17:51:28 GMT 2025","school.redrover.api.restassured.PipelineProjectApiTest","Surefire test","school.redrover.api.restassured.PipelineProjectApiTest","testCreateProjectWithUnsafeCharacter"
"TC_03.003.06 Confirmation popup appears when deleting a project from 'My views' page","1904","testDeletionPopupAppearsOnMyViews","Surefire suite","Thu Feb 13 17:50:23 GMT 2025","passed","Thu Feb 13 17:50:25 GMT 2025","school.redrover.MultiConfigurationProjectTest","Surefire test","school.redrover.MultiConfigurationProjectTest","testDeletionPopupAppearsOnMyViews"
"016 Create Folder by copy from another folder","40","testCreateFolderCopyFrom","Surefire suite","Thu Feb 13 17:51:43 GMT 2025","passed","Thu Feb 13 17:51:43 GMT 2025","school.redrover.api.http.apache.FolderTest","Surefire test","school.redrover.api.http.apache.FolderTest","testCreateFolderCopyFrom"
