"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","140","testEmptySearchField","Surefire suite","Thu Jan 16 06:56:59 GMT 2025","passed","Thu Jan 16 06:56:59 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testEmptySearchField"
"","393","testAddDescriptionToProject","Surefire suite","Thu Jan 16 06:56:22 GMT 2025","passed","Thu Jan 16 06:56:23 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testAddDescriptionToProject"
"(NO TC) 00.007.05 Add 'Description' to the created project of type 'Organization Folder'","1419","testAddDescription","Surefire suite","Thu Jan 16 06:57:35 GMT 2025","passed","Thu Jan 16 06:57:37 GMT 2025","school.redrover.OrganizationFolderTest","Surefire test","school.redrover.OrganizationFolderTest","testAddDescription"
"","133","testCountItemTypes","Surefire suite","Thu Jan 16 07:03:42 GMT 2025","passed","Thu Jan 16 07:03:42 GMT 2025","school.redrover.NewItemTest","Surefire test","school.redrover.NewItemTest","testCountItemTypes"
"","6952","Runs Cucumber Scenarios","Surefire suite","Thu Jan 16 06:54:08 GMT 2025","passed","Thu Jan 16 06:54:15 GMT 2025","school.redrover.runner.CucumberTest","Surefire test","school.redrover.runner.CucumberTest","runScenario"
"TC_00.005.06 Create Multibranch Pipeline with unsafe characters in name","371","testEnterInvalidNameAndSeesAppropriateMessages","Surefire suite","Thu Jan 16 07:02:59 GMT 2025","passed","Thu Jan 16 07:03:00 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testEnterInvalidNameAndSeesAppropriateMessages"
"","542","testAddBuildDisplayName","Surefire suite","Thu Jan 16 06:59:27 GMT 2025","passed","Thu Jan 16 06:59:28 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testAddBuildDisplayName"
"","1213","testVisitPageThreadDumps","Surefire suite","Thu Jan 16 07:04:41 GMT 2025","passed","Thu Jan 16 07:04:42 GMT 2025","school.redrover.ManageJenkinsTest","Surefire test","school.redrover.ManageJenkinsTest","testVisitPageThreadDumps"
"(NO TC) 06.004.07 Verify Pipeline Jenkinsfile close button tooltip","1238","testVerifyCloseButtonTooltip","Surefire suite","Thu Jan 16 06:58:09 GMT 2025","passed","Thu Jan 16 06:58:10 GMT 2025","school.redrover.OrganizationFolderTest","Surefire test","school.redrover.OrganizationFolderTest","testVerifyCloseButtonTooltip"
"","239","testCreateWithExistingName","Surefire suite","Thu Jan 16 07:04:48 GMT 2025","passed","Thu Jan 16 07:04:48 GMT 2025","school.redrover.MultiConfigurationProjectTest","Surefire test","school.redrover.MultiConfigurationProjectTest","testCreateWithExistingName"
"TC_00.002.05 Create Freestyle Project with duplicate name via sidebar","1023","testCreateFreestyleProjectWithDuplicateName","Surefire suite","Thu Jan 16 06:59:39 GMT 2025","passed","Thu Jan 16 06:59:40 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testCreateFreestyleProjectWithDuplicateName"
"","1195","testRenameWithIncorrectSymbols","Surefire suite","Thu Jan 16 07:01:32 GMT 2025","passed","Thu Jan 16 07:01:34 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testRenameWithIncorrectSymbols"
"","1886","testVerifyCheckboxTooltipsContainCorrectText","Surefire suite","Thu Jan 16 06:56:20 GMT 2025","passed","Thu Jan 16 06:56:22 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testVerifyCheckboxTooltipsContainCorrectText"
"","1547","testSelectTimePeriodThrottleBuilds","Surefire suite","Thu Jan 16 07:05:04 GMT 2025","passed","Thu Jan 16 07:05:06 GMT 2025","school.redrover.MultiConfigurationProjectTest","Surefire test","school.redrover.MultiConfigurationProjectTest","testSelectTimePeriodThrottleBuilds"
"TC_13.001.02 Can't Create User with empty fields","823","testImpossiblyToCreateNewUserWithEmptyFields","Surefire suite","Thu Jan 16 07:05:28 GMT 2025","passed","Thu Jan 16 07:05:29 GMT 2025","school.redrover.UserTest","Surefire test","school.redrover.UserTest","testImpossiblyToCreateNewUserWithEmptyFields"
"","1242","testRenameWithIncorrectSymbols","Surefire suite","Thu Jan 16 07:01:40 GMT 2025","passed","Thu Jan 16 07:01:41 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testRenameWithIncorrectSymbols"
"","1368","testRenameWithIncorrectSymbols","Surefire suite","Thu Jan 16 07:01:07 GMT 2025","passed","Thu Jan 16 07:01:09 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testRenameWithIncorrectSymbols"
"","313","testInputField","Surefire suite","Thu Jan 16 06:56:55 GMT 2025","passed","Thu Jan 16 06:56:55 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testInputField"
"TC_00.005.06 Create Multibranch Pipeline with unsafe characters in name","370","testEnterInvalidNameAndSeesAppropriateMessages","Surefire suite","Thu Jan 16 07:03:18 GMT 2025","passed","Thu Jan 16 07:03:18 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testEnterInvalidNameAndSeesAppropriateMessages"
"TC_09.001.05 Check visibility of search settings field","516","testSearchSettingsFieldIsDisplayed","Surefire suite","Thu Jan 16 07:04:14 GMT 2025","passed","Thu Jan 16 07:04:15 GMT 2025","school.redrover.ManageJenkinsTest","Surefire test","school.redrover.ManageJenkinsTest","testSearchSettingsFieldIsDisplayed"
"","1450","testClickButtonTest","Surefire suite","Thu Jan 16 06:56:51 GMT 2025","passed","Thu Jan 16 06:56:52 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testClickButtonTest"
"TC_05.006.01 Add description while creating Multibranch Pipeline","801","testAddDescriptionCreatingProject","Surefire suite","Thu Jan 16 07:02:32 GMT 2025","passed","Thu Jan 16 07:02:33 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testAddDescriptionCreatingProject"
"TC_00.002.03 Create Pipeline Project with unsafe characters in name via sidepanel","421","testCreateWithUnsafeCharactersInName","Surefire suite","Thu Jan 16 06:55:18 GMT 2025","passed","Thu Jan 16 06:55:18 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testCreateWithUnsafeCharactersInName"
"TC_00.005.06 Create Multibranch Pipeline with unsafe characters in name","369","testEnterInvalidNameAndSeesAppropriateMessages","Surefire suite","Thu Jan 16 07:03:14 GMT 2025","passed","Thu Jan 16 07:03:14 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testEnterInvalidNameAndSeesAppropriateMessages"
"TC_00.007.01 Create 'New Item' of type 'Organization Folder'","795","testCreate","Surefire suite","Thu Jan 16 06:57:49 GMT 2025","passed","Thu Jan 16 06:57:50 GMT 2025","school.redrover.OrganizationFolderTest","Surefire test","school.redrover.OrganizationFolderTest","testCreate"
"TC_04.003.02 Delete directly from folder's page","1633","testDeleteViaSidebarFromProjectPage","Surefire suite","Thu Jan 16 07:05:54 GMT 2025","passed","Thu Jan 16 07:05:56 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testDeleteViaSidebarFromProjectPage"
"TC_00.002.03 Create Pipeline Project with unsafe characters in name via sidepanel","450","testCreateWithUnsafeCharactersInName","Surefire suite","Thu Jan 16 06:54:57 GMT 2025","passed","Thu Jan 16 06:54:58 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testCreateWithUnsafeCharactersInName"
"","671","testEnableWithIndicator","Surefire suite","Thu Jan 16 06:59:57 GMT 2025","passed","Thu Jan 16 06:59:58 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testEnableWithIndicator"
"","21","testVerifyProjectOrderByNameASCByDefault","Surefire suite","Thu Jan 16 07:07:14 GMT 2025","passed","Thu Jan 16 07:07:14 GMT 2025","school.redrover.DashboardTest","Surefire test","school.redrover.DashboardTest","testVerifyProjectOrderByNameASCByDefault"
"","1226","testRenameWithIncorrectSymbols","Surefire suite","Thu Jan 16 07:01:22 GMT 2025","passed","Thu Jan 16 07:01:24 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testRenameWithIncorrectSymbols"
"","1455","testCreateJobAndDisplayAmongOtherJobsOnStartPage","Surefire suite","Thu Jan 16 07:02:43 GMT 2025","passed","Thu Jan 16 07:02:44 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testCreateJobAndDisplayAmongOtherJobsOnStartPage"
"","1943","testAddDescriptionOnConfigPageViaItemDropdown","Surefire suite","Thu Jan 16 06:59:03 GMT 2025","passed","Thu Jan 16 06:59:05 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testAddDescriptionOnConfigPageViaItemDropdown"
"","388","testErrorMessageDisplayedForInvalidCharactersInProjectName","Surefire suite","Thu Jan 16 07:00:31 GMT 2025","passed","Thu Jan 16 07:00:32 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testErrorMessageDisplayedForInvalidCharactersInProjectName"
"TC_04.001.06 Validate Error message, if New Folder Name contains special characters","1209","testRenameFolderWithUnsafeCharactersInName","Surefire suite","Thu Jan 16 07:06:46 GMT 2025","passed","Thu Jan 16 07:06:47 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testRenameFolderWithUnsafeCharactersInName"
"TC_04.001.03 Rename Folder from the My Views via 'Drop-down menu'","624","testRenameFolderFromMyViewsViaDropdownMenu","Surefire suite","Thu Jan 16 07:07:00 GMT 2025","passed","Thu Jan 16 07:07:01 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testRenameFolderFromMyViewsViaDropdownMenu"
"","0","orderMethodsForkUpDepTest","Surefire suite","Thu Jan 16 06:54:23 GMT 2025","passed","Thu Jan 16 06:54:23 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsForkUpDepTest"
"TC_00.005.06 Create Multibranch Pipeline with unsafe characters in name","391","testEnterInvalidNameAndSeesAppropriateMessages","Surefire suite","Thu Jan 16 07:03:10 GMT 2025","passed","Thu Jan 16 07:03:10 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testEnterInvalidNameAndSeesAppropriateMessages"
"TC_09.001.03 Check Search Setting tooltip is displayed","850","testSearchSettingTooltip","Surefire suite","Thu Jan 16 07:04:12 GMT 2025","passed","Thu Jan 16 07:04:13 GMT 2025","school.redrover.ManageJenkinsTest","Surefire test","school.redrover.ManageJenkinsTest","testSearchSettingTooltip"
