"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC_04.005.01 Configure name by chevron","874","testConfigureNameByChevron","Surefire suite","Fri Jan 17 21:45:07 GMT 2025","passed","Fri Jan 17 21:45:08 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testConfigureNameByChevron"
"TC_00.004.02 Create new item from folder page","1590","testCreateNewItemFromFolderPage","Surefire suite","Fri Jan 17 21:45:00 GMT 2025","passed","Fri Jan 17 21:45:02 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testCreateNewItemFromFolderPage"
"TC_04.001.06 Validate Error message, if New Folder Name contains special characters","1063","testRenameFolderWithUnsafeCharactersInName","Surefire suite","Fri Jan 17 21:46:05 GMT 2025","passed","Fri Jan 17 21:46:06 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testRenameFolderWithUnsafeCharactersInName"
"TC_02.001.02 Add Project description on the Project page","2348","testAddDescriptionToProject","Surefire suite","Fri Jan 17 21:33:39 GMT 2025","passed","Fri Jan 17 21:33:41 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testAddDescriptionToProject"
"TC_01.008.04 Add description to the build","528","testAddBuildDescription","Surefire suite","Fri Jan 17 21:38:43 GMT 2025","passed","Fri Jan 17 21:38:44 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testAddBuildDescription"
"","336","testDeleteListView","Surefire suite","Fri Jan 17 21:42:57 GMT 2025","passed","Fri Jan 17 21:42:58 GMT 2025","school.redrover.NewViewDashboardTest","Surefire test","school.redrover.NewViewDashboardTest","testDeleteListView"
"TC_09.001.07 Check search system configuration items","756","testSearchSystemConfigurationAllItemsAreFound","Surefire suite","Fri Jan 17 21:43:47 GMT 2025","passed","Fri Jan 17 21:43:48 GMT 2025","school.redrover.ManageJenkinsTest","Surefire test","school.redrover.ManageJenkinsTest","testSearchSystemConfigurationAllItemsAreFound"
"TC_00.002.06 Validation that error message shown when invalid characters are entered in the projects name field","250","testErrorMessageDisplayedForInvalidCharactersInProjectName","Surefire suite","Fri Jan 17 21:39:35 GMT 2025","passed","Fri Jan 17 21:39:36 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testErrorMessageDisplayedForInvalidCharactersInProjectName"
"TC_00.006.05 Forbidden to create a folder with duplicate name","862","testErrorDuplicateNameCreation","Surefire suite","Fri Jan 17 21:45:19 GMT 2025","passed","Fri Jan 17 21:45:20 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testErrorDuplicateNameCreation"
"TC_04.001.06 Validate Error message, if New Folder Name contains special characters","1085","testRenameFolderWithUnsafeCharactersInName","Surefire suite","Fri Jan 17 21:45:52 GMT 2025","passed","Fri Jan 17 21:45:53 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testRenameFolderWithUnsafeCharactersInName"
"TC_01.007.01 Workspace is empty after deletion","747","testDeleteWorkspace","Surefire suite","Fri Jan 17 21:38:44 GMT 2025","passed","Fri Jan 17 21:38:45 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testDeleteWorkspace"
"TC_04.001.06 Validate Error message, if New Folder Name contains special characters","1058","testRenameFolderWithUnsafeCharactersInName","Surefire suite","Fri Jan 17 21:45:42 GMT 2025","passed","Fri Jan 17 21:45:43 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testRenameFolderWithUnsafeCharactersInName"
"TC_02.006.02 Pipeline stages are displayed in pipeline graph","6294","testStagesAreDisplayedInPipelineGraph","Surefire suite","Fri Jan 17 21:35:27 GMT 2025","passed","Fri Jan 17 21:35:33 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testStagesAreDisplayedInPipelineGraph"
"TC_01.010.01 Edit existed description with new one","500","testEditDescriptionOnProjectPage","Surefire suite","Fri Jan 17 21:39:07 GMT 2025","passed","Fri Jan 17 21:39:07 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testEditDescriptionOnProjectPage"
"TC_00.002.06 Validation that error message shown when invalid characters are entered in the projects name field","244","testErrorMessageDisplayedForInvalidCharactersInProjectName","Surefire suite","Fri Jan 17 21:39:47 GMT 2025","passed","Fri Jan 17 21:39:48 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testErrorMessageDisplayedForInvalidCharactersInProjectName"
"TC_09.003.02 Redirect to 'Manage Jenkins' page","641","testRedirectionToManage","Surefire suite","Fri Jan 17 21:43:28 GMT 2025","passed","Fri Jan 17 21:43:29 GMT 2025","school.redrover.ManageJenkinsTest","Surefire test","school.redrover.ManageJenkinsTest","testRedirectionToManage"
"TC_00.002.01 Create Pipeline Project with valid name via sidepanel","905","testCreatePipelineProjectWithoutSaveButton","Surefire suite","Fri Jan 17 21:37:44 GMT 2025","passed","Fri Jan 17 21:37:45 GMT 2025","school.redrover.BuildHistoryTest","Surefire test","school.redrover.BuildHistoryTest","testCreatePipelineProjectWithoutSaveButton"
"","224","testStartPageMainPanelContent","Surefire suite","Fri Jan 17 21:36:43 GMT 2025","passed","Fri Jan 17 21:36:44 GMT 2025","school.redrover.StartPageTest","Surefire test","school.redrover.StartPageTest","testStartPageMainPanelContent"
"TC_01.002.02 Rename FreestyleProject with incorrect symbols","1450","testRenameWithIncorrectSymbols","Surefire suite","Fri Jan 17 21:40:57 GMT 2025","passed","Fri Jan 17 21:40:58 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testRenameWithIncorrectSymbols"
"","0","orderMethodsOneGroupDepTest","Surefire suite","Fri Jan 17 21:33:38 GMT 2025","passed","Fri Jan 17 21:33:38 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsOneGroupDepTest"
"(NO TC) 16.005.03 Edit view by add more columns","1156","testAddColumn","Surefire suite","Fri Jan 17 21:44:30 GMT 2025","passed","Fri Jan 17 21:44:31 GMT 2025","school.redrover.ViewTest","Surefire test","school.redrover.ViewTest","testAddColumn"
"","1489","testSearchPluginViaTag","Surefire suite","Fri Jan 17 21:36:32 GMT 2025","passed","Fri Jan 17 21:36:33 GMT 2025","school.redrover.PluginTest","Surefire test","school.redrover.PluginTest","testSearchPluginViaTag"
"TC_09.005.05 Check system theme","1063","testThemesSystem","Surefire suite","Fri Jan 17 21:43:59 GMT 2025","passed","Fri Jan 17 21:44:00 GMT 2025","school.redrover.ManageJenkinsTest","Surefire test","school.redrover.ManageJenkinsTest","testThemesSystem"
"","1439","testAddNewListView","Surefire suite","Fri Jan 17 21:42:56 GMT 2025","passed","Fri Jan 17 21:42:57 GMT 2025","school.redrover.NewViewDashboardTest","Surefire test","school.redrover.NewViewDashboardTest","testAddNewListView"
"TC_04.001.07 Validate Error message, if New Folder Name is empty","377","testRenameFolderToEmptyName","Surefire suite","Fri Jan 17 21:46:22 GMT 2025","passed","Fri Jan 17 21:46:23 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testRenameFolderToEmptyName"
"TC_02.007.03 Rename Pipeline via sidebar on the Project page","1440","testRenameProjectViaSidebar","Surefire suite","Fri Jan 17 21:35:22 GMT 2025","passed","Fri Jan 17 21:35:23 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testRenameProjectViaSidebar"
"TC_01.008.10 Verify status on home page displays 'Success' after successful build","17","testStatusOnHomePageIsSuccess","Surefire suite","Fri Jan 17 21:40:10 GMT 2025","passed","Fri Jan 17 21:40:11 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testStatusOnHomePageIsSuccess"
"TC_01.008.02 Verify display name is added and reflected in build title","589","testAddBuildDisplayName","Surefire suite","Fri Jan 17 21:38:42 GMT 2025","passed","Fri Jan 17 21:38:42 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testAddBuildDisplayName"
"TC_02.008.02 Verify Breadcrumb text on the Pipeline Syntax page","1326","testPipelineSyntaxPageIsPresent","Surefire suite","Fri Jan 17 21:35:14 GMT 2025","passed","Fri Jan 17 21:35:15 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testPipelineSyntaxPageIsPresent"
"TC_01.002.02 Rename FreestyleProject with incorrect symbols","1214","testRenameWithIncorrectSymbols","Surefire suite","Fri Jan 17 21:40:49 GMT 2025","passed","Fri Jan 17 21:40:50 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testRenameWithIncorrectSymbols"
"TC_02.006.03 Pipeline status icons are displayed in pipeline graph","6346","testStatusIconsAreDisplayedInPipelineGraph","Surefire suite","Fri Jan 17 21:35:58 GMT 2025","passed","Fri Jan 17 21:36:05 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testStatusIconsAreDisplayedInPipelineGraph"
"TC_05.005.04 Delete Multibranch pipeline using dropdown breadcrumb on job page","6097","testDeleteJobUsingDropdownBreadcrumbJobPage","Surefire suite","Fri Jan 17 21:42:04 GMT 2025","passed","Fri Jan 17 21:42:10 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testDeleteJobUsingDropdownBreadcrumbJobPage"
"TC_00.001.10 Create with duration checkbox","1483","testCreateFreestyleProjectWithDurationCheckbox","Surefire suite","Fri Jan 17 21:38:59 GMT 2025","passed","Fri Jan 17 21:39:01 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testCreateFreestyleProjectWithDurationCheckbox"
"","2038","testCancelDeleteProjectFromProjectPage","Surefire suite","Fri Jan 17 21:44:03 GMT 2025","passed","Fri Jan 17 21:44:05 GMT 2025","school.redrover.MultiConfigurationProjectTest","Surefire test","school.redrover.MultiConfigurationProjectTest","testCancelDeleteProjectFromProjectPage"
"TC_00.002.03 Create Pipeline Project with unsafe characters in name via sidepanel","277","testCreateWithUnsafeCharactersInName","Surefire suite","Fri Jan 17 21:34:21 GMT 2025","passed","Fri Jan 17 21:34:22 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testCreateWithUnsafeCharactersInName"
"","1097","testNumberOfUpdatePlugin","Surefire suite","Fri Jan 17 21:36:30 GMT 2025","passed","Fri Jan 17 21:36:31 GMT 2025","school.redrover.PluginTest","Surefire test","school.redrover.PluginTest","testNumberOfUpdatePlugin"
"TC_01.002.02 Rename FreestyleProject with incorrect symbols","1383","testRenameWithIncorrectSymbols","Surefire suite","Fri Jan 17 21:40:19 GMT 2025","passed","Fri Jan 17 21:40:21 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testRenameWithIncorrectSymbols"
"TC_00.006.04 Forbidden to create a folder with empty name","207","testErrorEmptyNameCreation","Surefire suite","Fri Jan 17 21:45:22 GMT 2025","passed","Fri Jan 17 21:45:23 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testErrorEmptyNameCreation"
"TC_04.002.04 Move folders which are on the same level","1170","testMoveFromTheSameLevel","Surefire suite","Fri Jan 17 21:45:27 GMT 2025","passed","Fri Jan 17 21:45:29 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testMoveFromTheSameLevel"
"(NO TC) 00.007.06 Add 'Description' on Configure Page","938","testAddDescriptionOnConfigurePage","Surefire suite","Fri Jan 17 21:36:54 GMT 2025","passed","Fri Jan 17 21:36:55 GMT 2025","school.redrover.OrganizationFolderTest","Surefire test","school.redrover.OrganizationFolderTest","testAddDescriptionOnConfigurePage"
"TC_01.003.03 Disabled FreestyleProject can be enabled from project's page","1675","testEnabledFromProjectPage","Surefire suite","Fri Jan 17 21:39:15 GMT 2025","passed","Fri Jan 17 21:39:17 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testEnabledFromProjectPage"
"","966","testSuggestionList","Surefire suite","Fri Jan 17 21:36:25 GMT 2025","passed","Fri Jan 17 21:36:26 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testSuggestionList"
"TC_00.002.06 Validation that error message shown when invalid characters are entered in the projects name field","380","testErrorMessageDisplayedForInvalidCharactersInProjectName","Surefire suite","Fri Jan 17 21:39:40 GMT 2025","passed","Fri Jan 17 21:39:40 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testErrorMessageDisplayedForInvalidCharactersInProjectName"
"TC_05.001.02 Rename its title using dropdown in the breadcrumb trail (EM)","1250","testRenameProjectViaBreadcrumbChevron","Surefire suite","Fri Jan 17 21:42:46 GMT 2025","passed","Fri Jan 17 21:42:47 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testRenameProjectViaBreadcrumbChevron"
"","15","testVerifyDisplayIconDownArrowNextToNameByDefault","Surefire suite","Fri Jan 17 21:46:35 GMT 2025","passed","Fri Jan 17 21:46:35 GMT 2025","school.redrover.DashboardTest","Surefire test","school.redrover.DashboardTest","testVerifyDisplayIconDownArrowNextToNameByDefault"
"","1146","testDeletionPopupAppearsOnProjectPage","Surefire suite","Fri Jan 17 21:44:19 GMT 2025","passed","Fri Jan 17 21:44:20 GMT 2025","school.redrover.MultiConfigurationProjectTest","Surefire test","school.redrover.MultiConfigurationProjectTest","testDeletionPopupAppearsOnProjectPage"
"TC_02.009.02 Verify icon on the Dashboard for disabled project","37","testDisableProject","Surefire suite","Fri Jan 17 21:35:02 GMT 2025","passed","Fri Jan 17 21:35:02 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testDisableProject"
"TC_00.002.03 Create Pipeline Project with unsafe characters in name via sidepanel","405","testCreateWithUnsafeCharactersInName","Surefire suite","Fri Jan 17 21:34:31 GMT 2025","passed","Fri Jan 17 21:34:31 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testCreateWithUnsafeCharactersInName"
"TC_00.005.06 Create Multibranch Pipeline with unsafe characters in name","385","testEnterInvalidNameAndSeesAppropriateMessages","Surefire suite","Fri Jan 17 21:42:23 GMT 2025","passed","Fri Jan 17 21:42:24 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testEnterInvalidNameAndSeesAppropriateMessages"
"","77","testVerifyProjectOrderByNameDesc","Surefire suite","Fri Jan 17 21:46:36 GMT 2025","passed","Fri Jan 17 21:46:36 GMT 2025","school.redrover.DashboardTest","Surefire test","school.redrover.DashboardTest","testVerifyProjectOrderByNameDesc"
"TC_12.001.01 Verify the current Jenkins version number in the footer of the Jenkins dashboard","25","testJenkinsVersionOnDashboard","Surefire suite","Fri Jan 17 21:36:38 GMT 2025","passed","Fri Jan 17 21:36:38 GMT 2025","school.redrover.FooterTest","Surefire test","school.redrover.FooterTest","testJenkinsVersionOnDashboard"
"","1514","testSelectTimePeriodThrottleBuilds","Surefire suite","Fri Jan 17 21:44:24 GMT 2025","passed","Fri Jan 17 21:44:26 GMT 2025","school.redrover.MultiConfigurationProjectTest","Surefire test","school.redrover.MultiConfigurationProjectTest","testSelectTimePeriodThrottleBuilds"
"TC_00.006.07 Error message after trying to create a folder with dot in the end of name","560","testErrorAfterCreationWithDotInEnd","Surefire suite","Fri Jan 17 21:45:17 GMT 2025","passed","Fri Jan 17 21:45:18 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testErrorAfterCreationWithDotInEnd"
"TC_01.002.02 Rename FreestyleProject with incorrect symbols","1374","testRenameWithIncorrectSymbols","Surefire suite","Fri Jan 17 21:40:17 GMT 2025","passed","Fri Jan 17 21:40:18 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testRenameWithIncorrectSymbols"
"TC_01.002.02 Rename FreestyleProject with incorrect symbols","1355","testRenameWithIncorrectSymbols","Surefire suite","Fri Jan 17 21:40:24 GMT 2025","passed","Fri Jan 17 21:40:26 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testRenameWithIncorrectSymbols"
"TC_00.002.06 Validation that error message shown when invalid characters are entered in the projects name field","398","testErrorMessageDisplayedForInvalidCharactersInProjectName","Surefire suite","Fri Jan 17 21:39:32 GMT 2025","passed","Fri Jan 17 21:39:33 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testErrorMessageDisplayedForInvalidCharactersInProjectName"
"TC_01.002.02 Rename FreestyleProject with incorrect symbols","1227","testRenameWithIncorrectSymbols","Surefire suite","Fri Jan 17 21:40:34 GMT 2025","passed","Fri Jan 17 21:40:36 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testRenameWithIncorrectSymbols"
"TC_00.002.03 Create Pipeline Project with unsafe characters in name via sidepanel","285","testCreateWithUnsafeCharactersInName","Surefire suite","Fri Jan 17 21:34:18 GMT 2025","passed","Fri Jan 17 21:34:19 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testCreateWithUnsafeCharactersInName"
"TC_05.001.01 Rename its title using sidebar (EM)","542","testRenameMultibranchViaSideBar","Surefire suite","Fri Jan 17 21:41:54 GMT 2025","passed","Fri Jan 17 21:41:54 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testRenameMultibranchViaSideBar"
"TC_04.003.01 Delete from the main page via Dropdown menu","1538","testDeleteViaMainPageChevron","Surefire suite","Fri Jan 17 21:45:09 GMT 2025","passed","Fri Jan 17 21:45:11 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testDeleteViaMainPageChevron"
"TC_00.005.02 Selecting Triggers Scan Period From Config Page Multibranch Pipeline","653","testSelectingTriggersScanPeriodFromConfigPage","Surefire suite","Fri Jan 17 21:42:51 GMT 2025","passed","Fri Jan 17 21:42:52 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testSelectingTriggersScanPeriodFromConfigPage"
"TC_00.002.04 Create Pipeline Project with duplicate name via sidepanel","1146","testCreateWithDuplicateName","Surefire suite","Fri Jan 17 21:34:05 GMT 2025","passed","Fri Jan 17 21:34:06 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testCreateWithDuplicateName"
"TC_01.002.02 Rename FreestyleProject with incorrect symbols","1352","testRenameWithIncorrectSymbols","Surefire suite","Fri Jan 17 21:40:32 GMT 2025","passed","Fri Jan 17 21:40:33 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testRenameWithIncorrectSymbols"
"TC_13.003.02 Add Time Zone For User","1838","testAddTimeZoneForUser","Surefire suite","Fri Jan 17 21:44:37 GMT 2025","passed","Fri Jan 17 21:44:39 GMT 2025","school.redrover.UserTest","Surefire test","school.redrover.UserTest","testAddTimeZoneForUser"
"TC_09.001.03 Check Search Setting tooltip is displayed","764","testSearchSettingTooltip","Surefire suite","Fri Jan 17 21:43:33 GMT 2025","passed","Fri Jan 17 21:43:33 GMT 2025","school.redrover.ManageJenkinsTest","Surefire test","school.redrover.ManageJenkinsTest","testSearchSettingTooltip"
"","21","testVerifyProjectOrderByNameASCByDefault","Surefire suite","Fri Jan 17 21:46:35 GMT 2025","passed","Fri Jan 17 21:46:35 GMT 2025","school.redrover.DashboardTest","Surefire test","school.redrover.DashboardTest","testVerifyProjectOrderByNameASCByDefault"
"(NO TC) 06.004.06 Verify Description preview button disable state","928","testDescriptionPreviewHide","Surefire suite","Fri Jan 17 21:37:19 GMT 2025","passed","Fri Jan 17 21:37:20 GMT 2025","school.redrover.OrganizationFolderTest","Surefire test","school.redrover.OrganizationFolderTest","testDescriptionPreviewHide"
"TC_09.001.07 Check search system configuration items","649","testSearchSystemConfigurationAllItemsAreFound","Surefire suite","Fri Jan 17 21:43:49 GMT 2025","passed","Fri Jan 17 21:43:50 GMT 2025","school.redrover.ManageJenkinsTest","Surefire test","school.redrover.ManageJenkinsTest","testSearchSystemConfigurationAllItemsAreFound"
"TC_00.002.03 Create Pipeline Project with unsafe characters in name via sidepanel","296","testCreateWithUnsafeCharactersInName","Surefire suite","Fri Jan 17 21:34:20 GMT 2025","passed","Fri Jan 17 21:34:20 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testCreateWithUnsafeCharactersInName"
"TC_00.002.06 Validation that error message shown when invalid characters are entered in the projects name field","386","testErrorMessageDisplayedForInvalidCharactersInProjectName","Surefire suite","Fri Jan 17 21:39:56 GMT 2025","passed","Fri Jan 17 21:39:57 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testErrorMessageDisplayedForInvalidCharactersInProjectName"
"TC_01.004.02 Delete the project from sidebar","849","testDeleteProjectViaSidebarMenuOnProjectPage","Surefire suite","Fri Jan 17 21:41:05 GMT 2025","passed","Fri Jan 17 21:41:06 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testDeleteProjectViaSidebarMenuOnProjectPage"
"","3","orderMethodsCycleDepTest","Surefire suite","Fri Jan 17 21:33:38 GMT 2025","passed","Fri Jan 17 21:33:38 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsCycleDepTest"
"TC_01.002.02 Rename FreestyleProject with incorrect symbols","1254","testRenameWithIncorrectSymbols","Surefire suite","Fri Jan 17 21:40:52 GMT 2025","passed","Fri Jan 17 21:40:53 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testRenameWithIncorrectSymbols"
"TC_09.002.01 Check the five manage jenkins sections are displayed","518","testManageJenkinsSections","Surefire suite","Fri Jan 17 21:43:14 GMT 2025","passed","Fri Jan 17 21:43:15 GMT 2025","school.redrover.ManageJenkinsTest","Surefire test","school.redrover.ManageJenkinsTest","testManageJenkinsSections"
"TC_04.004.04 Activate 'Preview' option while adding a description","266","testDescriptionsPreviewButton","Surefire suite","Fri Jan 17 21:44:52 GMT 2025","passed","Fri Jan 17 21:44:52 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testDescriptionsPreviewButton"
"TC_00.005.06 Create Multibranch Pipeline with unsafe characters in name","423","testEnterInvalidNameAndSeesAppropriateMessages","Surefire suite","Fri Jan 17 21:42:19 GMT 2025","passed","Fri Jan 17 21:42:19 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testEnterInvalidNameAndSeesAppropriateMessages"
"TC_04.005.02 Configure description by chevron","1554","testConfigureDescriptionByChevron","Surefire suite","Fri Jan 17 21:44:56 GMT 2025","passed","Fri Jan 17 21:44:57 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testConfigureDescriptionByChevron"
"TC_01.008.11 Verify build history is empty for newly created project","6127","testBuildHistoryIsEmpty","Surefire suite","Fri Jan 17 21:38:23 GMT 2025","passed","Fri Jan 17 21:38:29 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testBuildHistoryIsEmpty"
"TC_04.004.02 Edit an existing folder's description","306","testEditExistingDescription","Surefire suite","Fri Jan 17 21:44:52 GMT 2025","passed","Fri Jan 17 21:44:52 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testEditExistingDescription"
