"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC_05.005.04 Delete Multibranch pipeline using dropdown breadcrumb on job page","6259","testDeleteJobUsingDropdownBreadcrumbJobPage","Surefire suite","Sat Mar 01 06:11:52 GMT 2025","passed","Sat Mar 01 06:11:58 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testDeleteJobUsingDropdownBreadcrumbJobPage"
"TC_04.002.05 Move from lower level to upper level","630","testMoveOnTheHigherLevel","Surefire suite","Sat Mar 01 06:16:21 GMT 2025","passed","Sat Mar 01 06:16:21 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testMoveOnTheHigherLevel"
"014 Create Pipeline project with unsafe character","100","testCreateProjectWithUnsafeCharacter","Surefire suite","Sat Mar 01 06:10:11 GMT 2025","passed","Sat Mar 01 06:10:11 GMT 2025","school.redrover.api.restassured.PipelineApiTest","Surefire test","school.redrover.api.restassured.PipelineApiTest","testCreateProjectWithUnsafeCharacter"
"TC_00.002.03 Create Pipeline Project with unsafe characters in name via sidepanel","414","testCreateWithUnsafeCharactersInName","Surefire suite","Sat Mar 01 06:13:32 GMT 2025","passed","Sat Mar 01 06:13:32 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testCreateWithUnsafeCharactersInName"
"TC_12.001.02 Verify version button clickability and display of 'About Jenkins' in dropdown menu","971","testCheckNumberOfMavenDependencies","Cross Browser Tests","Sat Mar 01 06:18:22 GMT 2025","passed","Sat Mar 01 06:18:23 GMT 2025","school.redrover.FooterTest","Chrome Tests","school.redrover.FooterTest","testCheckNumberOfMavenDependencies"
"(NO TC) 16.005.02 Edit view by delete its columns","1090","testDeleteViewColumnForSpecificProjectByXButton","Surefire suite","Sat Mar 01 06:15:29 GMT 2025","passed","Sat Mar 01 06:15:30 GMT 2025","school.redrover.ViewTest","Surefire test","school.redrover.ViewTest","testDeleteViewColumnForSpecificProjectByXButton"
"TC_03.003.04 Delete MultiConfiguration project  from 'My views' page via 'Dropdown menu'","1943","testDeleteFromMyViewsPage","Surefire suite","Sat Mar 01 06:07:36 GMT 2025","passed","Sat Mar 01 06:07:38 GMT 2025","school.redrover.MultiConfigurationProjectTest","Surefire test","school.redrover.MultiConfigurationProjectTest","testDeleteFromMyViewsPage"
"TC_00.004.04 Create Pipeline Project from existing one","1717","testCreatePipelineFromExistingOne","Surefire suite","Sat Mar 01 06:13:03 GMT 2025","passed","Sat Mar 01 06:13:05 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testCreatePipelineFromExistingOne"
"013 Rename Pipeline project","180","testRenameProject","Surefire suite","Sat Mar 01 06:10:14 GMT 2025","passed","Sat Mar 01 06:10:15 GMT 2025","school.redrover.api.restassured.PipelineApiTest","Surefire test","school.redrover.api.restassured.PipelineApiTest","testRenameProject"
"TC_01.002.06 Rename via item dropdown with valid name","1744","testRenameProjectViaDropdown","Surefire suite","Sat Mar 01 06:06:08 GMT 2025","passed","Sat Mar 01 06:06:09 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testRenameProjectViaDropdown"
"017 Create Folder with unsafe character","25","testCreateFolderWithUnsafeCharacter","Surefire suite","Sat Mar 01 06:09:50 GMT 2025","passed","Sat Mar 01 06:09:50 GMT 2025","school.redrover.api.http.apache.FolderTest","Surefire test","school.redrover.api.http.apache.FolderTest","testCreateFolderWithUnsafeCharacter"
"00.007.08 Create Organization folder with unsafe Characters","101","testCreateWithUnsafeCharacters","Surefire suite","Sat Mar 01 06:10:24 GMT 2025","passed","Sat Mar 01 06:10:24 GMT 2025","school.redrover.api.restassured.OrganizationFolderApiTest","Surefire test","school.redrover.api.restassured.OrganizationFolderApiTest","testCreateWithUnsafeCharacters"
"TC_01.007.02 Workspace confirmation options are displayed before deletion ","887","testDeleteWorkspaceConfirmationOptions","Surefire suite","Sat Mar 01 06:04:34 GMT 2025","passed","Sat Mar 01 06:04:35 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testDeleteWorkspaceConfirmationOptions"
"TC_16.002.01 Create My View","1478","testAddNewMyView","Surefire suite","Sat Mar 01 06:08:36 GMT 2025","passed","Sat Mar 01 06:08:37 GMT 2025","school.redrover.NewViewDashboardTest","Surefire test","school.redrover.NewViewDashboardTest","testAddNewMyView"
"TC_01.002.02 Rename FreestyleProject with incorrect symbols","1505","testRenameWithIncorrectSymbols","Surefire suite","Sat Mar 01 06:06:52 GMT 2025","passed","Sat Mar 01 06:06:54 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testRenameWithIncorrectSymbols"
"00.003.12 Create Multi-Configuration Project with empty name","102","testCreateProjectWithEmptyName","Surefire suite","Sat Mar 01 06:10:17 GMT 2025","passed","Sat Mar 01 06:10:17 GMT 2025","school.redrover.api.restassured.MultiConfigurationProjectApiTest","Surefire test","school.redrover.api.restassured.MultiConfigurationProjectApiTest","testCreateProjectWithEmptyName"
"TC_03.003.01 Delete MultiConfiguration project from the main page via 'Dropdown menu'","2262","testDeleteViaDropDownMenu","Surefire suite","Sat Mar 01 06:07:42 GMT 2025","passed","Sat Mar 01 06:07:44 GMT 2025","school.redrover.MultiConfigurationProjectTest","Surefire test","school.redrover.MultiConfigurationProjectTest","testDeleteViaDropDownMenu"
"017 Create Folder with unsafe character","14","testCreateFolderWithUnsafeCharacter","Surefire suite","Sat Mar 01 06:09:51 GMT 2025","passed","Sat Mar 01 06:09:51 GMT 2025","school.redrover.api.http.apache.FolderTest","Surefire test","school.redrover.api.http.apache.FolderTest","testCreateFolderWithUnsafeCharacter"
"TC_00.002.03 Create Pipeline Project with unsafe characters in name via sidepanel","411","testCreateWithUnsafeCharactersInName","Surefire suite","Sat Mar 01 06:13:20 GMT 2025","passed","Sat Mar 01 06:13:20 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testCreateWithUnsafeCharactersInName"
"TC_00.002.06 Validation that error message shown when invalid characters are entered in the projects name field","259","testErrorMessageDisplayedForInvalidCharactersInProjectName","Surefire suite","Sat Mar 01 06:05:47 GMT 2025","passed","Sat Mar 01 06:05:47 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testErrorMessageDisplayedForInvalidCharactersInProjectName"
"TC_00.001.03 Create Freestyle Project via sidebar","1196","testCreateProjectViaSidebarMenu","Surefire suite","Sat Mar 01 06:05:02 GMT 2025","passed","Sat Mar 01 06:05:03 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testCreateProjectViaSidebarMenu"
"00.006.08 Create Project in Folder","363","testCreateProjectInFolder","Surefire suite","Sat Mar 01 06:10:04 GMT 2025","passed","Sat Mar 01 06:10:05 GMT 2025","school.redrover.api.restassured.FolderApiTest","Surefire test","school.redrover.api.restassured.FolderApiTest","testCreateProjectInFolder"
"","1259","testVisitPageThreadDumps","Surefire suite","Sat Mar 01 06:04:02 GMT 2025","passed","Sat Mar 01 06:04:03 GMT 2025","school.redrover.ManageJenkinsTest","Surefire test","school.redrover.ManageJenkinsTest","testVisitPageThreadDumps"
"(NO TC) 06.004.04 Verify Enable switcher tooltip once it's enable","778","testTooltipGeneralEnabled","Surefire suite","Sat Mar 01 06:11:29 GMT 2025","passed","Sat Mar 01 06:11:30 GMT 2025","school.redrover.OrganizationFolderTest","Surefire test","school.redrover.OrganizationFolderTest","testTooltipGeneralEnabled"
"017 Create Folder with unsafe character","14","testCreateFolderWithUnsafeCharacter","Surefire suite","Sat Mar 01 06:09:51 GMT 2025","passed","Sat Mar 01 06:09:51 GMT 2025","school.redrover.api.http.apache.FolderTest","Surefire test","school.redrover.api.http.apache.FolderTest","testCreateFolderWithUnsafeCharacter"
"00.003.13 Create Multi-Configuration Project with with unsafe character","99","testCreateProjectWithUnsafeCharacter","Surefire suite","Sat Mar 01 06:10:17 GMT 2025","passed","Sat Mar 01 06:10:18 GMT 2025","school.redrover.api.restassured.MultiConfigurationProjectApiTest","Surefire test","school.redrover.api.restassured.MultiConfigurationProjectApiTest","testCreateProjectWithUnsafeCharacter"
"Add description to Pipeline project","17","testAddDescription","Surefire suite","Sat Mar 01 06:09:49 GMT 2025","passed","Sat Mar 01 06:09:49 GMT 2025","school.redrover.api.http.apache.PipelineProjectTest","Surefire test","school.redrover.api.http.apache.PipelineProjectTest","testAddDescription"
"TC_00.002.03 Create Pipeline Project with unsafe characters in name via sidepanel","415","testCreateWithUnsafeCharactersInName","Surefire suite","Sat Mar 01 06:13:38 GMT 2025","passed","Sat Mar 01 06:13:38 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testCreateWithUnsafeCharactersInName"
"TC_00.002.03 Create Pipeline Project with unsafe characters in name via sidepanel","437","testCreateWithUnsafeCharactersInName","Surefire suite","Sat Mar 01 06:13:24 GMT 2025","passed","Sat Mar 01 06:13:25 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testCreateWithUnsafeCharactersInName"
"TC_00.005.06 Create Multibranch Pipeline with unsafe characters in name","389","testEnterInvalidNameAndSeesAppropriateMessages","Surefire suite","Sat Mar 01 06:12:13 GMT 2025","passed","Sat Mar 01 06:12:13 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testEnterInvalidNameAndSeesAppropriateMessages"
"014 Create Pipeline project with unsafe character","109","testCreateProjectWithUnsafeCharacter","Surefire suite","Sat Mar 01 06:10:12 GMT 2025","passed","Sat Mar 01 06:10:12 GMT 2025","school.redrover.api.restassured.PipelineApiTest","Surefire test","school.redrover.api.restassured.PipelineApiTest","testCreateProjectWithUnsafeCharacter"
"TC_13.002.03 Can Delete User Via Configure User Page","1725","testDeleteUserViaConfigureUserPage","Surefire suite","Sat Mar 01 06:10:43 GMT 2025","passed","Sat Mar 01 06:10:45 GMT 2025","school.redrover.UserTest","Surefire test","school.redrover.UserTest","testDeleteUserViaConfigureUserPage"
"00.003.09 Create Multi-Configuration Project with valid name","326","testCreateMultiConfigWithValidName","Surefire suite","Sat Mar 01 06:10:16 GMT 2025","passed","Sat Mar 01 06:10:16 GMT 2025","school.redrover.api.restassured.MultiConfigurationProjectApiTest","Surefire test","school.redrover.api.restassured.MultiConfigurationProjectApiTest","testCreateMultiConfigWithValidName"
"TC_02.006.01 List of recent builds is displayed on Stages page","6151","testListOfRecentBuildsISDisplayedOnStages","Surefire suite","Sat Mar 01 06:14:17 GMT 2025","passed","Sat Mar 01 06:14:23 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testListOfRecentBuildsISDisplayedOnStages"
"004 Delete Folder","20","testDeleteFolder","Surefire suite","Sat Mar 01 06:09:53 GMT 2025","passed","Sat Mar 01 06:09:54 GMT 2025","school.redrover.api.http.apache.FolderTest","Surefire test","school.redrover.api.http.apache.FolderTest","testDeleteFolder"
"014 Create Pipeline project with unsafe character","99","testCreateProjectWithUnsafeCharacter","Surefire suite","Sat Mar 01 06:10:12 GMT 2025","passed","Sat Mar 01 06:10:12 GMT 2025","school.redrover.api.restassured.PipelineApiTest","Surefire test","school.redrover.api.restassured.PipelineApiTest","testCreateProjectWithUnsafeCharacter"
"00.003.13 Create Multi-Configuration Project with with unsafe character","99","testCreateProjectWithUnsafeCharacter","Surefire suite","Sat Mar 01 06:10:19 GMT 2025","passed","Sat Mar 01 06:10:19 GMT 2025","school.redrover.api.restassured.MultiConfigurationProjectApiTest","Surefire test","school.redrover.api.restassured.MultiConfigurationProjectApiTest","testCreateProjectWithUnsafeCharacter"
"TC_00.001.10 Create with duration checkbox","1668","testCreateFreestyleProjectWithDurationCheckbox","Surefire suite","Sat Mar 01 06:04:52 GMT 2025","passed","Sat Mar 01 06:04:54 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testCreateFreestyleProjectWithDurationCheckbox"
"00.006.08 Create Project in Folder","369","testCreateProjectInFolder","Surefire suite","Sat Mar 01 06:10:04 GMT 2025","passed","Sat Mar 01 06:10:04 GMT 2025","school.redrover.api.restassured.FolderApiTest","Surefire test","school.redrover.api.restassured.FolderApiTest","testCreateProjectInFolder"
"TC_02.007.03 Rename Pipeline via sidebar on the Project page","1449","testRenameProjectViaSidebar","Surefire suite","Sat Mar 01 06:14:34 GMT 2025","passed","Sat Mar 01 06:14:36 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testRenameProjectViaSidebar"
"TC_00.002.06 Validation that error message shown when invalid characters are entered in the projects name field","402","testErrorMessageDisplayedForInvalidCharactersInProjectName","Surefire suite","Sat Mar 01 06:05:44 GMT 2025","passed","Sat Mar 01 06:05:44 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testErrorMessageDisplayedForInvalidCharactersInProjectName"
"00.006.17 Create Folder with unsafe character","130","testCreateFolderWithUnsafeCharacter","Surefire suite","Sat Mar 01 06:09:59 GMT 2025","passed","Sat Mar 01 06:10:00 GMT 2025","school.redrover.api.restassured.FolderApiTest","Surefire test","school.redrover.api.restassured.FolderApiTest","testCreateFolderWithUnsafeCharacter"
"TC_16.002.02 Create basic List View","1727","testAddNewListView","Surefire suite","Sat Mar 01 06:08:33 GMT 2025","passed","Sat Mar 01 06:08:34 GMT 2025","school.redrover.NewViewDashboardTest","Surefire test","school.redrover.NewViewDashboardTest","testAddNewListView"
"TC_01.002.02 Rename FreestyleProject with incorrect symbols","1469","testRenameWithIncorrectSymbols","Surefire suite","Sat Mar 01 06:06:50 GMT 2025","passed","Sat Mar 01 06:06:51 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testRenameWithIncorrectSymbols"
"TC_08.005.05 Displaying next successful build after successful with status 'stable'","8882","testDisplayNextSuccessfulBuildAfterSuccessful","Surefire suite","Sat Mar 01 06:09:36 GMT 2025","passed","Sat Mar 01 06:09:45 GMT 2025","school.redrover.BuildHistoryTest","Surefire test","school.redrover.BuildHistoryTest","testDisplayNextSuccessfulBuildAfterSuccessful"
"TC_12.001.01 Verify the current Jenkins version number in the footer of the Jenkins dashboard","36","testJenkinsVersionOnDashboard","Surefire suite","Sat Mar 01 06:02:57 GMT 2025","passed","Sat Mar 01 06:02:57 GMT 2025","school.redrover.FooterTest","Surefire test","school.redrover.FooterTest","testJenkinsVersionOnDashboard"
"014 Create Pipeline project with unsafe character","99","testCreateProjectWithUnsafeCharacter","Surefire suite","Sat Mar 01 06:10:12 GMT 2025","passed","Sat Mar 01 06:10:13 GMT 2025","school.redrover.api.restassured.PipelineApiTest","Surefire test","school.redrover.api.restassured.PipelineApiTest","testCreateProjectWithUnsafeCharacter"
"TC_16.001.01 Verify that items are sorted by Name in ascending order by default. Preconditions","1050","testCreate","Surefire suite","Sat Mar 01 06:07:58 GMT 2025","passed","Sat Mar 01 06:07:59 GMT 2025","school.redrover.DashboardTest","Surefire test","school.redrover.DashboardTest","testCreate"
