"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC_00.002.03 Create Pipeline Project with unsafe characters in name via sidepanel","459","testCreateWithUnsafeCharactersInName","Surefire suite","Wed Jan 15 13:41:08 GMT 2025","passed","Wed Jan 15 13:41:09 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testCreateWithUnsafeCharactersInName"
"","1396","testRenameWithIncorrectSymbols","Surefire suite","Wed Jan 15 13:47:34 GMT 2025","passed","Wed Jan 15 13:47:35 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testRenameWithIncorrectSymbols"
"","5224","testCounterOfRunsIncrease","Surefire suite","Wed Jan 15 13:46:47 GMT 2025","passed","Wed Jan 15 13:46:52 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testCounterOfRunsIncrease"
"","750","testCreate","Surefire suite","Wed Jan 15 13:48:34 GMT 2025","passed","Wed Jan 15 13:48:34 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testCreate"
"TC_04.001.06 Validate Error message, if New Folder Name contains special characters","1216","testRenameFolderWithUnsafeCharactersInName","Surefire suite","Wed Jan 15 13:52:22 GMT 2025","passed","Wed Jan 15 13:52:23 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testRenameFolderWithUnsafeCharactersInName"
"","1","orderMethodsTest","Surefire suite","Wed Jan 15 13:40:23 GMT 2025","passed","Wed Jan 15 13:40:23 GMT 2025","school.redrover.runner.order.OrderForTestsTest","Surefire test","school.redrover.runner.order.OrderForTestsTest","orderMethodsTest"
"","2366","testJobNameSorting","Surefire suite","Wed Jan 15 13:46:42 GMT 2025","passed","Wed Jan 15 13:46:44 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testJobNameSorting"
"TC_00.002.04 Create Pipeline Project with duplicate name via sidepanel","1301","testCreateWithDuplicateName","Surefire suite","Wed Jan 15 13:41:03 GMT 2025","passed","Wed Jan 15 13:41:04 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testCreateWithDuplicateName"
"","386","testErrorMessageDisplayedForInvalidCharactersInProjectName","Surefire suite","Wed Jan 15 13:46:30 GMT 2025","passed","Wed Jan 15 13:46:31 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testErrorMessageDisplayedForInvalidCharactersInProjectName"
"","170","testInputField","Surefire suite","Wed Jan 15 13:42:50 GMT 2025","passed","Wed Jan 15 13:42:50 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testInputField"
"","817","testCreate","Surefire suite","Wed Jan 15 13:43:45 GMT 2025","passed","Wed Jan 15 13:43:46 GMT 2025","school.redrover.OrganizationFolderTest","Surefire test","school.redrover.OrganizationFolderTest","testCreate"
"","690","testDeleteWorkspace","Surefire suite","Wed Jan 15 13:45:24 GMT 2025","passed","Wed Jan 15 13:45:24 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testDeleteWorkspace"
"","6272","testBuildProjectViaSidebarMenuOnProjectPage","Surefire suite","Wed Jan 15 13:45:15 GMT 2025","passed","Wed Jan 15 13:45:21 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testBuildProjectViaSidebarMenuOnProjectPage"
"","1221","testRenameWithIncorrectSymbols","Surefire suite","Wed Jan 15 13:47:07 GMT 2025","passed","Wed Jan 15 13:47:08 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testRenameWithIncorrectSymbols"
"","1064","testDeleteViewColumnForSpecificProjectByXButton","Surefire suite","Wed Jan 15 13:51:29 GMT 2025","passed","Wed Jan 15 13:51:30 GMT 2025","school.redrover.ViewTest","Surefire test","school.redrover.ViewTest","testDeleteViewColumnForSpecificProjectByXButton"
"","1399","testCreateJobAndDisplayAmongOtherJobsOnStartPage","Surefire suite","Wed Jan 15 13:48:42 GMT 2025","passed","Wed Jan 15 13:48:44 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testCreateJobAndDisplayAmongOtherJobsOnStartPage"
"","375","testEnterInvalidNameAndSeesAppropriateMessages","Surefire suite","Wed Jan 15 13:49:16 GMT 2025","passed","Wed Jan 15 13:49:16 GMT 2025","school.redrover.MultibranchPipelineTest","Surefire test","school.redrover.MultibranchPipelineTest","testEnterInvalidNameAndSeesAppropriateMessages"
"","870","testDeleteWorkspaceConfirmationOptions","Surefire suite","Wed Jan 15 13:45:25 GMT 2025","passed","Wed Jan 15 13:45:25 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testDeleteWorkspaceConfirmationOptions"
"","2851","Runs Cucumber Scenarios","Surefire suite","Wed Jan 15 13:40:16 GMT 2025","passed","Wed Jan 15 13:40:18 GMT 2025","school.redrover.runner.CucumberTest","Surefire test","school.redrover.runner.CucumberTest","runScenario"
"","735","testErrorDuplicateNameCreation","Surefire suite","Wed Jan 15 13:52:04 GMT 2025","passed","Wed Jan 15 13:52:05 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testErrorDuplicateNameCreation"
"","487","testAddDisplayName","Surefire suite","Wed Jan 15 13:43:46 GMT 2025","passed","Wed Jan 15 13:43:46 GMT 2025","school.redrover.OrganizationFolderTest","Surefire test","school.redrover.OrganizationFolderTest","testAddDisplayName"
"","276","testDeleteDescription","Surefire suite","Wed Jan 15 13:45:47 GMT 2025","passed","Wed Jan 15 13:45:47 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testDeleteDescription"
"TC_00.002.03 Create Pipeline Project with unsafe characters in name via sidepanel","439","testCreateWithUnsafeCharactersInName","Surefire suite","Wed Jan 15 13:41:24 GMT 2025","passed","Wed Jan 15 13:41:25 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testCreateWithUnsafeCharactersInName"
"","588","testEditBuildDescription","Surefire suite","Wed Jan 15 13:45:22 GMT 2025","passed","Wed Jan 15 13:45:22 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testEditBuildDescription"
"","917","testCreateFreestyleProject","Surefire suite","Wed Jan 15 13:44:12 GMT 2025","passed","Wed Jan 15 13:44:13 GMT 2025","school.redrover.BuildHistoryTest","Surefire test","school.redrover.BuildHistoryTest","testCreateFreestyleProject"
"TC_04.001.06 Validate Error message, if New Folder Name contains special characters","1106","testRenameFolderWithUnsafeCharactersInName","Surefire suite","Wed Jan 15 13:52:34 GMT 2025","passed","Wed Jan 15 13:52:35 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testRenameFolderWithUnsafeCharactersInName"
"","234","testErrorMessageDisplayedForInvalidCharactersInProjectName","Surefire suite","Wed Jan 15 13:46:38 GMT 2025","passed","Wed Jan 15 13:46:38 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testErrorMessageDisplayedForInvalidCharactersInProjectName"
"","994","testRedirectToSelectedItemFromResultList","Surefire suite","Wed Jan 15 13:50:24 GMT 2025","passed","Wed Jan 15 13:50:25 GMT 2025","school.redrover.ManageJenkinsTest","Surefire test","school.redrover.ManageJenkinsTest","testRedirectToSelectedItemFromResultList"
"","2858","testSearchField","Surefire suite","Wed Jan 15 13:42:59 GMT 2025","passed","Wed Jan 15 13:43:02 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testSearchField"
"","1244","testRenameWithIncorrectSymbols","Surefire suite","Wed Jan 15 13:47:04 GMT 2025","passed","Wed Jan 15 13:47:05 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testRenameWithIncorrectSymbols"
"TC_04.001.06 Validate Error message, if New Folder Name contains special characters","1063","testRenameFolderWithUnsafeCharactersInName","Surefire suite","Wed Jan 15 13:52:41 GMT 2025","passed","Wed Jan 15 13:52:42 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testRenameFolderWithUnsafeCharactersInName"
"TC_04.001.06 Validate Error message, if New Folder Name contains special characters","1210","testRenameFolderWithUnsafeCharactersInName","Surefire suite","Wed Jan 15 13:53:02 GMT 2025","passed","Wed Jan 15 13:53:03 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testRenameFolderWithUnsafeCharactersInName"
"","1199","testVisitPageThreadDumps","Surefire suite","Wed Jan 15 13:51:01 GMT 2025","passed","Wed Jan 15 13:51:02 GMT 2025","school.redrover.ManageJenkinsTest","Surefire test","school.redrover.ManageJenkinsTest","testVisitPageThreadDumps"
"","633","testSearchSystemConfigurationAllItemsAreFound","Surefire suite","Wed Jan 15 13:50:42 GMT 2025","passed","Wed Jan 15 13:50:43 GMT 2025","school.redrover.ManageJenkinsTest","Surefire test","school.redrover.ManageJenkinsTest","testSearchSystemConfigurationAllItemsAreFound"
"TC_00.002.03 Create Pipeline Project with unsafe characters in name via sidepanel","272","testCreateWithUnsafeCharactersInName","Surefire suite","Wed Jan 15 13:41:23 GMT 2025","passed","Wed Jan 15 13:41:23 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testCreateWithUnsafeCharactersInName"
"TC_00.002.03 Create Pipeline Project with unsafe characters in name via sidepanel","440","testCreateWithUnsafeCharactersInName","Surefire suite","Wed Jan 15 13:41:18 GMT 2025","passed","Wed Jan 15 13:41:18 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testCreateWithUnsafeCharactersInName"
"","414","testErrorAfterCreationWithDotInEnd","Surefire suite","Wed Jan 15 13:52:02 GMT 2025","passed","Wed Jan 15 13:52:03 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testErrorAfterCreationWithDotInEnd"
"","837","testPickDarkTheme","Surefire suite","Wed Jan 15 13:50:19 GMT 2025","passed","Wed Jan 15 13:50:20 GMT 2025","school.redrover.ManageJenkinsTest","Surefire test","school.redrover.ManageJenkinsTest","testPickDarkTheme"
"","1569","testConfigureDescriptionByChevron","Surefire suite","Wed Jan 15 13:51:41 GMT 2025","passed","Wed Jan 15 13:51:42 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testConfigureDescriptionByChevron"
"","1","restAssuredTest","Surefire suite","Wed Jan 15 13:39:52 GMT 2025","unknown","Wed Jan 15 13:39:52 GMT 2025","school.redrover.APITest","Surefire test","school.redrover.APITest","restAssuredTest"
"","1389","testVisibleDisplayNameTooltipWhenHoverOverQuestionMark","Surefire suite","Wed Jan 15 13:44:10 GMT 2025","passed","Wed Jan 15 13:44:11 GMT 2025","school.redrover.OrganizationFolderTest","Surefire test","school.redrover.OrganizationFolderTest","testVisibleDisplayNameTooltipWhenHoverOverQuestionMark"
"","1257","testRenameWithIncorrectSymbols","Surefire suite","Wed Jan 15 13:47:29 GMT 2025","passed","Wed Jan 15 13:47:30 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testRenameWithIncorrectSymbols"
"","1298","testCreateNewUser","Surefire suite","Wed Jan 15 13:50:01 GMT 2025","passed","Wed Jan 15 13:50:02 GMT 2025","school.redrover.ManageJenkinsTest","Surefire test","school.redrover.ManageJenkinsTest","testCreateNewUser"
"","1135","testDeleteByChevronBreadcrumb","Surefire suite","Wed Jan 15 13:42:33 GMT 2025","passed","Wed Jan 15 13:42:34 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testDeleteByChevronBreadcrumb"
"","1334","testSearchCreatedInstance","Surefire suite","Wed Jan 15 13:42:56 GMT 2025","passed","Wed Jan 15 13:42:57 GMT 2025","school.redrover.SearchBoxTest","Surefire test","school.redrover.SearchBoxTest","testSearchCreatedInstance"
"","212","testStartPageSidePanelTaskContent","Surefire suite","Wed Jan 15 13:43:24 GMT 2025","passed","Wed Jan 15 13:43:24 GMT 2025","school.redrover.StartPageTest","Surefire test","school.redrover.StartPageTest","testStartPageSidePanelTaskContent"
"","1397","testAddDescriptionOnConfigPageViaItemDropdown","Surefire suite","Wed Jan 15 13:45:00 GMT 2025","passed","Wed Jan 15 13:45:01 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testAddDescriptionOnConfigPageViaItemDropdown"
"TC_00.002.05 Create Freestyle Project with duplicate name via sidebar","1048","testCreateFreestyleProjectWithDuplicateName","Surefire suite","Wed Jan 15 13:45:36 GMT 2025","passed","Wed Jan 15 13:45:37 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testCreateFreestyleProjectWithDuplicateName"
"","1167","testAddNewMyView","Surefire suite","Wed Jan 15 13:49:40 GMT 2025","passed","Wed Jan 15 13:49:41 GMT 2025","school.redrover.NewViewDashboardTest","Surefire test","school.redrover.NewViewDashboardTest","testAddNewMyView"
"","1435","testAddNewListView","Surefire suite","Wed Jan 15 13:49:37 GMT 2025","passed","Wed Jan 15 13:49:38 GMT 2025","school.redrover.NewViewDashboardTest","Surefire test","school.redrover.NewViewDashboardTest","testAddNewListView"
"","1151","testDeleteViaMyViewChevron","Surefire suite","Wed Jan 15 13:51:58 GMT 2025","passed","Wed Jan 15 13:51:59 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testDeleteViaMyViewChevron"
"","984","testCheckSidebarMenuItemsOnProjectPage","Surefire suite","Wed Jan 15 13:45:27 GMT 2025","passed","Wed Jan 15 13:45:28 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testCheckSidebarMenuItemsOnProjectPage"
"","982","testCreateFromMyViews","Surefire suite","Wed Jan 15 13:45:43 GMT 2025","passed","Wed Jan 15 13:45:44 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testCreateFromMyViews"
"","1373","testRenameByChevronDashboard","Surefire suite","Wed Jan 15 13:42:10 GMT 2025","passed","Wed Jan 15 13:42:11 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testRenameByChevronDashboard"
"","620","testRenameProjectViaSidebar","Surefire suite","Wed Jan 15 13:40:55 GMT 2025","passed","Wed Jan 15 13:40:56 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testRenameProjectViaSidebar"
"","798","testSearchSettingTooltip","Surefire suite","Wed Jan 15 13:50:30 GMT 2025","passed","Wed Jan 15 13:50:31 GMT 2025","school.redrover.ManageJenkinsTest","Surefire test","school.redrover.ManageJenkinsTest","testSearchSettingTooltip"
"","1629","testSearchPluginViaTag","Surefire suite","Wed Jan 15 13:43:11 GMT 2025","passed","Wed Jan 15 13:43:12 GMT 2025","school.redrover.PluginTest","Surefire test","school.redrover.PluginTest","testSearchPluginViaTag"
"","499","testTryToMoveInTheSamePlace","Surefire suite","Wed Jan 15 13:52:14 GMT 2025","passed","Wed Jan 15 13:52:14 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testTryToMoveInTheSamePlace"
