"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"(NO TC) 16.002.04 Verify description for available types of Views","186","testVerifyDescriptionsForViewTypes","Surefire suite","Tue Feb 18 19:34:57 GMT 2025","passed","Tue Feb 18 19:34:57 GMT 2025","school.redrover.ViewTest","Surefire test","school.redrover.ViewTest","testVerifyDescriptionsForViewTypes"
"TC_04.001.09 Rename Folder using breadcrumbs dropdown","558","testRenameViaBreadcrumbDropdown","Surefire suite","Tue Feb 18 19:31:36 GMT 2025","passed","Tue Feb 18 19:31:37 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testRenameViaBreadcrumbDropdown"
"TC_12.001.02 Verify version button clickability and display of 'About Jenkins' in dropdown menu","493","testCheckNumberOfMavenDependencies","Cross Browser Tests","Tue Feb 18 19:39:55 GMT 2025","passed","Tue Feb 18 19:39:56 GMT 2025","school.redrover.FooterTest","Firefox Tests","school.redrover.FooterTest","testCheckNumberOfMavenDependencies"
"TC_00.007.03 Add 'Display Name' to the created project of type 'Organization Folder'","470","testAddDisplayName","Surefire suite","Tue Feb 18 19:38:31 GMT 2025","passed","Tue Feb 18 19:38:31 GMT 2025","school.redrover.OrganizationFolderTest","Surefire test","school.redrover.OrganizationFolderTest","testAddDisplayName"
"TC_04.001.06 Validate Error message, if New Folder Name contains special characters","1258","testRenameFolderWithUnsafeCharactersInName","Surefire suite","Tue Feb 18 19:31:33 GMT 2025","passed","Tue Feb 18 19:31:34 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testRenameFolderWithUnsafeCharactersInName"
"00.003.13 Create Multi-Configuration Project with with unsafe character","106","testCreateProjectWithUnsafeCharacter","Surefire suite","Tue Feb 18 19:27:07 GMT 2025","passed","Tue Feb 18 19:27:07 GMT 2025","school.redrover.api.restassured.MultiConfigurationProjectApiTest","Surefire test","school.redrover.api.restassured.MultiConfigurationProjectApiTest","testCreateProjectWithUnsafeCharacter"
"TC_04.004.02 Edit an existing folder's description","352","testEditExistingDescription","Surefire suite","Tue Feb 18 19:30:04 GMT 2025","passed","Tue Feb 18 19:30:04 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testEditExistingDescription"
"TC_00.002.06 Validation that error message shown when invalid characters are entered in the projects name field","422","testErrorMessageDisplayedForInvalidCharactersInProjectName","Surefire suite","Tue Feb 18 19:36:30 GMT 2025","passed","Tue Feb 18 19:36:31 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testErrorMessageDisplayedForInvalidCharactersInProjectName"
"TC_16.002.01 Create My View","1316","testAddNewMyView","Surefire suite","Tue Feb 18 19:34:00 GMT 2025","passed","Tue Feb 18 19:34:01 GMT 2025","school.redrover.NewViewDashboardTest","Surefire test","school.redrover.NewViewDashboardTest","testAddNewMyView"
"013 Rename Pipeline project","82","testRenameProject","Surefire suite","Tue Feb 18 19:27:15 GMT 2025","passed","Tue Feb 18 19:27:15 GMT 2025","school.redrover.api.restassured.PipelineApiTest","Surefire test","school.redrover.api.restassured.PipelineApiTest","testRenameProject"
"TC_09.001.07 Check search system configuration items","702","testSearchSystemConfigurationAllItemsAreFound","Surefire suite","Tue Feb 18 19:25:11 GMT 2025","passed","Tue Feb 18 19:25:12 GMT 2025","school.redrover.ManageJenkinsTest","Surefire test","school.redrover.ManageJenkinsTest","testSearchSystemConfigurationAllItemsAreFound"
"Rename Freestyle Project with valid name","10","testRenameFreestyleProject","Surefire suite","Tue Feb 18 19:27:28 GMT 2025","passed","Tue Feb 18 19:27:28 GMT 2025","school.redrover.api.http.apache.FreestyleProjectTest","Surefire test","school.redrover.api.http.apache.FreestyleProjectTest","testRenameFreestyleProject"
"014 Create Pipeline project with unsafe character","97","testCreateProjectWithUnsafeCharacter","Surefire suite","Tue Feb 18 19:27:14 GMT 2025","passed","Tue Feb 18 19:27:14 GMT 2025","school.redrover.api.restassured.PipelineApiTest","Surefire test","school.redrover.api.restassured.PipelineApiTest","testCreateProjectWithUnsafeCharacter"
"","2109","Create job","","Tue Feb 18 19:29:54 GMT 2025","passed","Tue Feb 18 19:29:56 GMT 2025","","Freestyle job","Create job",""
"06.001.04 Change configurations for Organization folder","224","testChangeProjectConfigurations","Surefire suite","Tue Feb 18 19:27:19 GMT 2025","passed","Tue Feb 18 19:27:19 GMT 2025","school.redrover.api.restassured.OrganizationFolderApiTest","Surefire test","school.redrover.api.restassured.OrganizationFolderApiTest","testChangeProjectConfigurations"
"TC_00.002.03 Create Pipeline Project with unsafe characters in name via sidepanel","491","testCreateWithUnsafeCharactersInName","Surefire suite","Tue Feb 18 19:28:08 GMT 2025","passed","Tue Feb 18 19:28:09 GMT 2025","school.redrover.PipelineProjectTest","Surefire test","school.redrover.PipelineProjectTest","testCreateWithUnsafeCharactersInName"
"013 Rename Pipeline project","80","testRenameProject","Surefire suite","Tue Feb 18 19:27:15 GMT 2025","passed","Tue Feb 18 19:27:15 GMT 2025","school.redrover.api.restassured.PipelineApiTest","Surefire test","school.redrover.api.restassured.PipelineApiTest","testRenameProject"
"03.003.01 Delete Project","264","testDeleteProject","Surefire suite","Tue Feb 18 19:27:11 GMT 2025","passed","Tue Feb 18 19:27:11 GMT 2025","school.redrover.api.restassured.MultiConfigurationProjectApiTest","Surefire test","school.redrover.api.restassured.MultiConfigurationProjectApiTest","testDeleteProject"
"013 Rename Pipeline project","80","testRenameProject","Surefire suite","Tue Feb 18 19:27:15 GMT 2025","passed","Tue Feb 18 19:27:15 GMT 2025","school.redrover.api.restassured.PipelineApiTest","Surefire test","school.redrover.api.restassured.PipelineApiTest","testRenameProject"
"TC_01.011.01 Delete existed description for the project","291","testDeleteDescription","Surefire suite","Tue Feb 18 19:35:51 GMT 2025","passed","Tue Feb 18 19:35:51 GMT 2025","school.redrover.FreestyleProjectTest","Surefire test","school.redrover.FreestyleProjectTest","testDeleteDescription"
"TC_04.001.06 Validate Error message, if New Folder Name contains special characters","1246","testRenameFolderWithUnsafeCharactersInName","Surefire suite","Tue Feb 18 19:31:30 GMT 2025","passed","Tue Feb 18 19:31:32 GMT 2025","school.redrover.FolderTest","Surefire test","school.redrover.FolderTest","testRenameFolderWithUnsafeCharactersInName"
"00.003.13 Create Multi-Configuration Project with with unsafe character","99","testCreateProjectWithUnsafeCharacter","Surefire suite","Tue Feb 18 19:27:09 GMT 2025","passed","Tue Feb 18 19:27:09 GMT 2025","school.redrover.api.restassured.MultiConfigurationProjectApiTest","Surefire test","school.redrover.api.restassured.MultiConfigurationProjectApiTest","testCreateProjectWithUnsafeCharacter"
"TC_16.001.01 Verify that items are sorted by Name in ascending order by default. Preconditions","772","testCreate","Surefire suite","Tue Feb 18 19:31:51 GMT 2025","passed","Tue Feb 18 19:31:51 GMT 2025","school.redrover.DashboardTest","Surefire test","school.redrover.DashboardTest","testCreate"
"TC_17.001.02 Start page side panel task content","73","testStartPageSidePanelTaskContent","Surefire suite","Tue Feb 18 19:34:26 GMT 2025","passed","Tue Feb 18 19:34:26 GMT 2025","school.redrover.StartPageTest","Surefire test","school.redrover.StartPageTest","testStartPageSidePanelTaskContent"
"00.007.08 Create Organization folder with unsafe Characters","98","testCreateWithUnsafeCharacters","Surefire suite","Tue Feb 18 19:27:18 GMT 2025","passed","Tue Feb 18 19:27:18 GMT 2025","school.redrover.api.restassured.OrganizationFolderApiTest","Surefire test","school.redrover.api.restassured.OrganizationFolderApiTest","testCreateWithUnsafeCharacters"
"TC_16.009.01 Delete Description from home page","205","testDeleteDescription","Surefire suite","Tue Feb 18 19:31:46 GMT 2025","passed","Tue Feb 18 19:31:47 GMT 2025","school.redrover.DashboardTest","Surefire test","school.redrover.DashboardTest","testDeleteDescription"
"014 Create Pipeline project with unsafe character","100","testCreateProjectWithUnsafeCharacter","Surefire suite","Tue Feb 18 19:27:14 GMT 2025","passed","Tue Feb 18 19:27:14 GMT 2025","school.redrover.api.restassured.PipelineApiTest","Surefire test","school.redrover.api.restassured.PipelineApiTest","testCreateProjectWithUnsafeCharacter"
"Delete project by HttpDelete request","10","testDeleteProjectByHttpDelete","Surefire suite","Tue Feb 18 19:27:22 GMT 2025","passed","Tue Feb 18 19:27:22 GMT 2025","school.redrover.api.http.apache.PipelineProjectTest","Surefire test","school.redrover.api.http.apache.PipelineProjectTest","testDeleteProjectByHttpDelete"
"00.007.08 Create Organization folder with unsafe Characters","132","testCreateWithUnsafeCharacters","Surefire suite","Tue Feb 18 19:27:17 GMT 2025","passed","Tue Feb 18 19:27:17 GMT 2025","school.redrover.api.restassured.OrganizationFolderApiTest","Surefire test","school.redrover.api.restassured.OrganizationFolderApiTest","testCreateWithUnsafeCharacters"
"TC_16.011.02 Check navigate credentials menu","505","testNavigateCredentialsMenu","Surefire suite","Tue Feb 18 19:32:04 GMT 2025","passed","Tue Feb 18 19:32:04 GMT 2025","school.redrover.DashboardTest","Surefire test","school.redrover.DashboardTest","testNavigateCredentialsMenu"
"","0","restAssuredTest","Surefire suite","Tue Feb 18 19:24:20 GMT 2025","unknown","Tue Feb 18 19:24:20 GMT 2025","school.redrover.APITest","Surefire test","school.redrover.APITest","restAssuredTest"
"TC_03.003.02 Delete project directly from project's page","2111","testDeleteProjectFromProjectPage","Surefire suite","Tue Feb 18 19:25:45 GMT 2025","passed","Tue Feb 18 19:25:47 GMT 2025","school.redrover.MultiConfigurationProjectTest","Surefire test","school.redrover.MultiConfigurationProjectTest","testDeleteProjectFromProjectPage"
